,call_type,received_timestamp,disptach_timestamp,dispatch_time,coordinates
217,Medical Incident,0 days 16:41:09.000000000,0 days 16:43:40.000000000,0 days 00:02:31.000000000,37.7702426 -122.4296382
218,Medical Incident,0 days 16:56:59.000000000,0 days 16:59:03.000000000,0 days 00:02:04.000000000,37.7757637 -122.4757505
219,Medical Incident,0 days 10:58:07.000000000,0 days 11:00:53.000000000,0 days 00:02:46.000000000,37.79695516 -122.3989082
220,Alarms,0 days 15:05:15.000000000,0 days 15:06:24.000000000,0 days 00:01:09.000000000,37.76213763 -122.4362418
221,Medical Incident,0 days 11:02:58.000000000,0 days 11:05:56.000000000,0 days 00:02:58.000000000,37.78137782 -122.433162
222,Medical Incident,0 days 11:50:49.000000000,0 days 11:52:12.000000000,0 days 00:01:23.000000000,37.78186545 -122.4142853
223,Medical Incident,0 days 13:21:28.000000000,0 days 13:25:05.000000000,0 days 00:03:37.000000000,37.75730761 -122.4066198
224,Medical Incident,0 days 06:38:25.000000000,0 days 06:40:35.000000000,0 days 00:02:10.000000000,37.78003795 -122.4858076
225,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000,37.78511111 -122.414592
226,Medical Incident,0 days 14:26:21.000000000,0 days 14:28:55.000000000,0 days 00:02:34.000000000,37.77025923 -122.4318323
227,Medical Incident,0 days 22:39:34.000000000,0 days 22:40:44.000000000,0 days 00:01:10.000000000,37.76907575 -122.4207886
228,Medical Incident,0 days 04:00:41.000000000,0 days 04:05:22.000000000,0 days 00:04:41.000000000,37.76310298 -122.4663147
229,Alarms,0 days 15:05:15.000000000,0 days 15:06:24.000000000,0 days 00:01:09.000000000,37.78186545 -122.4142853
230,Medical Incident,0 days 03:28:35.000000000,0 days 03:30:04.000000000,0 days 00:01:29.000000000,37.78137782 -122.433162
231,Alarms,0 days 19:34:50.000000000,0 days 19:39:05.000000000,0 days 00:04:15.000000000,37.78097118 -122.4087087
232,Structure Fire,0 days 13:13:37.000000000,0 days 13:13:46.000000000,0 days 00:00:09.000000000,37.79569128 -122.4394237
233,Traffic Collision,0 days 17:07:02.000000000,0 days 17:07:52.000000000,0 days 00:00:50.000000000,37.80769049 -122.4123296
234,Medical Incident,0 days 23:16:04.000000000,0 days 23:17:21.000000000,0 days 00:01:17.000000000,37.76946255 -122.4062134
235,Medical Incident,0 days 16:41:09.000000000,0 days 16:47:10.000000000,0 days 00:06:01.000000000,37.77844605 -122.4995914
236,Medical Incident,0 days 11:14:39.000000000,0 days 11:18:18.000000000,0 days 00:03:39.000000000,37.7757637 -122.4757505
237,Medical Incident,0 days 08:41:04.000000000,0 days 08:41:34.000000000,0 days 00:00:30.000000000,37.75995363 -122.4371836
238,Medical Incident,0 days 10:35:31.000000000,0 days 10:38:31.000000000,0 days 00:03:00.000000000,37.75300403 -122.4063362
239,Medical Incident,0 days 01:02:15.000000000,0 days 01:06:19.000000000,0 days 00:04:04.000000000,37.783052 -122.4200103
240,Medical Incident,0 days 07:56:26.000000000,0 days 07:59:49.000000000,0 days 00:03:23.000000000,37.78150637 -122.4079329
241,Medical Incident,0 days 10:44:25.000000000,0 days 10:46:52.000000000,0 days 00:02:27.000000000,37.77966604 -122.4137112
242,Medical Incident,0 days 11:54:29.000000000,0 days 11:57:55.000000000,0 days 00:03:26.000000000,37.74957409 -122.476228
243,Alarms,0 days 16:59:46.000000000,0 days 17:01:30.000000000,0 days 00:01:44.000000000,37.79452665 -122.411364
244,Medical Incident,0 days 11:14:39.000000000,0 days 11:18:18.000000000,0 days 00:03:39.000000000,37.78818604 -122.4059182
245,Medical Incident,0 days 21:14:27.000000000,0 days 21:20:37.000000000,0 days 00:06:10.000000000,37.75995363 -122.4371836
246,Medical Incident,0 days 10:03:16.000000000,0 days 10:06:25.000000000,0 days 00:03:09.000000000,37.7885473 -122.4143744
247,Medical Incident,0 days 07:07:49.000000000,0 days 07:09:49.000000000,0 days 00:02:00.000000000,37.78316343 -122.4115993
248,Medical Incident,0 days 13:56:22.000000000,0 days 13:58:23.000000000,0 days 00:02:01.000000000,37.77650804 -122.4144578
249,Medical Incident,0 days 08:11:03.000000000,0 days 08:12:11.000000000,0 days 00:01:08.000000000,37.7323221 -122.378385
250,Medical Incident,0 days 19:02:14.000000000,0 days 19:05:25.000000000,0 days 00:03:11.000000000,37.77527143 -122.4660187
251,Structure Fire,0 days 13:13:37.000000000,0 days 13:13:46.000000000,0 days 00:00:09.000000000,37.77592613 -122.4245791
252,Medical Incident,0 days 19:02:14.000000000,0 days 19:04:08.000000000,0 days 00:01:54.000000000,37.80769049 -122.4123296
253,Medical Incident,0 days 22:19:13.000000000,0 days 22:20:18.000000000,0 days 00:01:05.000000000,37.77592613 -122.4245791
254,Medical Incident,0 days 16:41:09.000000000,0 days 16:44:52.000000000,0 days 00:03:43.000000000,37.77091334 -122.420305
255,Alarms,0 days 15:49:23.000000000,0 days 15:51:17.000000000,0 days 00:01:54.000000000,37.7757637 -122.4757505
256,Alarms,0 days 04:19:20.000000000,0 days 04:22:02.000000000,0 days 00:02:42.000000000,37.78726854 -122.4001889
257,Medical Incident,0 days 22:39:09.000000000,0 days 22:42:06.000000000,0 days 00:02:57.000000000,37.78299265 -122.3905285
258,Medical Incident,0 days 11:12:57.000000000,0 days 11:13:58.000000000,0 days 00:01:01.000000000,37.7773216 -122.449116
259,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000,37.74702849 -122.4315135
260,Alarms,0 days 02:09:42.000000000,0 days 02:11:09.000000000,0 days 00:01:27.000000000,37.78521736 -122.4170696
261,Structure Fire,0 days 19:35:15.000000000,0 days 19:36:15.000000000,0 days 00:01:00.000000000,37.79129325 -122.3986146
262,Alarms,0 days 20:29:54.000000000,0 days 20:32:54.000000000,0 days 00:03:00.000000000,37.77428384 -122.4670881
263,Medical Incident,0 days 15:53:03.000000000,0 days 15:55:18.000000000,0 days 00:02:15.000000000,37.77416171 -122.489139
264,Traffic Collision,0 days 17:07:02.000000000,0 days 17:07:52.000000000,0 days 00:00:50.000000000,37.76429934 -122.4185514
265,Alarms,0 days 10:43:08.000000000,0 days 10:45:00.000000000,0 days 00:01:52.000000000,37.76946255 -122.4062134
266,Structure Fire,0 days 12:24:27.000000000,0 days 12:25:47.000000000,0 days 00:01:20.000000000,37.79746472 -122.4146678
267,Alarms,0 days 23:20:27.000000000,0 days 23:22:48.000000000,0 days 00:02:21.000000000,37.783359 -122.4166949
268,Medical Incident,0 days 07:23:38.000000000,0 days 07:24:50.000000000,0 days 00:01:12.000000000,37.75366959 -122.4222784
269,Traffic Collision,0 days 18:37:06.000000000,0 days 18:37:51.000000000,0 days 00:00:45.000000000,37.78191397 -122.4130322
270,Medical Incident,0 days 09:29:29.000000000,0 days 09:34:30.000000000,0 days 00:05:01.000000000,37.77531731 -122.427724
271,Medical Incident,0 days 16:42:02.000000000,0 days 16:45:47.000000000,0 days 00:03:45.000000000,37.79494605 -122.4291559
272,Medical Incident,0 days 18:11:09.000000000,0 days 18:12:49.000000000,0 days 00:01:40.000000000,37.76967964 -122.449942
273,Medical Incident,0 days 11:42:14.000000000,0 days 11:44:59.000000000,0 days 00:02:45.000000000,37.79073739 -122.4198727
274,Traffic Collision,0 days 17:27:37.000000000,0 days 17:28:33.000000000,0 days 00:00:56.000000000,37.78111921 -122.412597
275,Medical Incident,0 days 04:24:03.000000000,0 days 04:24:47.000000000,0 days 00:00:44.000000000,37.74252073 -122.4043063
276,Alarms,0 days 21:18:56.000000000,0 days 21:21:18.000000000,0 days 00:02:22.000000000,37.7806621 -122.4228979
277,Medical Incident,0 days 13:43:55.000000000,0 days 13:45:07.000000000,0 days 00:01:12.000000000,37.75689017 -122.4222293
278,Medical Incident,0 days 10:58:07.000000000,0 days 11:00:53.000000000,0 days 00:02:46.000000000,37.73371403 -122.3805885
279,Medical Incident,0 days 16:17:39.000000000,0 days 16:23:31.000000000,0 days 00:05:52.000000000,37.76213763 -122.4362418
280,Alarms,0 days 12:09:15.000000000,0 days 12:11:46.000000000,0 days 00:02:31.000000000,37.78373004 -122.4137537
281,Medical Incident,0 days 09:21:51.000000000,0 days 09:25:26.000000000,0 days 00:03:35.000000000,37.72569336 -122.4522897
282,Medical Incident,0 days 19:14:37.000000000,0 days 19:15:53.000000000,0 days 00:01:16.000000000,37.7712162 -122.4378883
283,Medical Incident,0 days 19:10:19.000000000,0 days 19:12:11.000000000,0 days 00:01:52.000000000,37.80646891 -122.4192245
284,Medical Incident,0 days 08:35:12.000000000,0 days 08:35:59.000000000,0 days 00:00:47.000000000,37.7124692 -122.4147903
285,Alarms,0 days 23:43:00.000000000,0 days 23:47:13.000000000,0 days 00:04:13.000000000,37.7815854 -122.4230902
286,Medical Incident,0 days 04:27:16.000000000,0 days 04:29:06.000000000,0 days 00:01:50.000000000,37.77991167 -122.4074744
287,Medical Incident,0 days 10:08:58.000000000,0 days 10:11:12.000000000,0 days 00:02:14.000000000,37.78191397 -122.4130322
288,Structure Fire,0 days 23:52:02.000000000,0 days 23:52:21.000000000,0 days 00:00:19.000000000,37.78186545 -122.4142853
289,Medical Incident,0 days 17:08:19.000000000,0 days 17:10:36.000000000,0 days 00:02:17.000000000,37.79860278 -122.4231486
290,Medical Incident,0 days 10:52:15.000000000,0 days 10:54:07.000000000,0 days 00:01:52.000000000,37.77262672 -122.4199873
291,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000,37.78796309 -122.4034918
292,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000,37.78521736 -122.4170696
293,Medical Incident,0 days 09:43:26.000000000,0 days 09:46:57.000000000,0 days 00:03:31.000000000,37.79049502 -122.4023533
294,Outside Fire,0 days 01:47:16.000000000,0 days 01:48:37.000000000,0 days 00:01:21.000000000,37.72930177 -122.3908768
295,Medical Incident,0 days 05:09:52.000000000,0 days 05:12:41.000000000,0 days 00:02:49.000000000,37.76164305 -122.4120503
296,Medical Incident,0 days 18:42:37.000000000,0 days 18:43:10.000000000,0 days 00:00:33.000000000,37.73216722 -122.4212838
297,Structure Fire,0 days 01:37:35.000000000,0 days 01:37:42.000000000,0 days 00:00:07.000000000,37.78729821 -122.3944813
298,Medical Incident,0 days 16:35:26.000000000,0 days 16:36:30.000000000,0 days 00:01:04.000000000,37.71645955 -122.4410196
299,Traffic Collision,0 days 21:50:32.000000000,0 days 21:52:47.000000000,0 days 00:02:15.000000000,37.78566436 -122.4597544
300,Alarms,0 days 02:09:42.000000000,0 days 02:11:09.000000000,0 days 00:01:27.000000000,37.77085213 -122.4136792
301,Medical Incident,0 days 03:03:33.000000000,0 days 03:04:48.000000000,0 days 00:01:15.000000000,37.79129325 -122.3986146
302,Medical Incident,0 days 01:09:19.000000000,0 days 01:13:59.000000000,0 days 00:04:40.000000000,37.78530744 -122.4742451
303,Medical Incident,0 days 11:20:32.000000000,0 days 11:24:04.000000000,0 days 00:03:32.000000000,37.77762424 -122.3999811
304,Medical Incident,0 days 07:56:26.000000000,0 days 07:59:49.000000000,0 days 00:03:23.000000000,37.76403274 -122.5094022
305,Medical Incident,0 days 12:18:52.000000000,0 days 12:18:52.000000000,0 days 00:00:00.000000000,37.77966604 -122.4137112
306,Medical Incident,0 days 20:45:37.000000000,0 days 20:47:03.000000000,0 days 00:01:26.000000000,37.75683373 -122.406699
307,Medical Incident,0 days 18:41:09.000000000,0 days 18:42:04.000000000,0 days 00:00:55.000000000,37.73117466 -122.3816081
308,Alarms,0 days 18:00:28.000000000,0 days 18:02:20.000000000,0 days 00:01:52.000000000,37.7869902 -122.4106839
309,Medical Incident,0 days 14:41:44.000000000,0 days 14:49:18.000000000,0 days 00:07:34.000000000,37.76990742 -122.4291109
310,Medical Incident,0 days 11:50:49.000000000,0 days 11:52:12.000000000,0 days 00:01:23.000000000,37.78047851 -122.4125123
311,Medical Incident,0 days 05:53:07.000000000,0 days 05:54:00.000000000,0 days 00:00:53.000000000,37.75730761 -122.4066198
312,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000,37.78383852 -122.4137755
313,Medical Incident,0 days 19:57:20.000000000,0 days 19:59:11.000000000,0 days 00:01:51.000000000,37.78521736 -122.4170696
314,Medical Incident,0 days 05:57:15.000000000,0 days 05:58:55.000000000,0 days 00:01:40.000000000,37.78578701 -122.4125478
315,Medical Incident,0 days 09:25:43.000000000,0 days 09:27:50.000000000,0 days 00:02:07.000000000,37.73111444 -122.3801049
316,Medical Incident,0 days 09:57:47.000000000,0 days 09:57:47.000000000,0 days 00:00:00.000000000,37.78153743 -122.4095183
317,Medical Incident,0 days 23:54:15.000000000,0 days 23:59:39.000000000,0 days 00:05:24.000000000,37.77097894 -122.402816
318,Structure Fire,0 days 21:35:26.000000000,0 days 21:36:47.000000000,0 days 00:01:21.000000000,37.7985219 -122.4163842
319,Medical Incident,0 days 05:50:20.000000000,0 days 05:52:45.000000000,0 days 00:02:25.000000000,37.75599844 -122.4094331
320,Medical Incident,0 days 12:30:54.000000000,0 days 12:37:36.000000000,0 days 00:06:42.000000000,37.78401768 -122.4312381
321,Medical Incident,0 days 11:59:40.000000000,0 days 12:01:16.000000000,0 days 00:01:36.000000000,37.74953353 -122.4771494
322,Medical Incident,0 days 22:01:25.000000000,0 days 22:05:52.000000000,0 days 00:04:27.000000000,37.78186545 -122.4142853
323,Medical Incident,0 days 19:41:44.000000000,0 days 19:46:03.000000000,0 days 00:04:19.000000000,37.7731448 -122.3914729
324,Medical Incident,0 days 14:54:21.000000000,0 days 15:03:54.000000000,0 days 00:09:33.000000000,37.75223946 -122.4184453
325,Medical Incident,0 days 17:08:19.000000000,0 days 17:10:36.000000000,0 days 00:02:17.000000000,37.74817255 -122.458695
326,Medical Incident,0 days 22:06:28.000000000,0 days 22:08:13.000000000,0 days 00:01:45.000000000,37.77262672 -122.4199873
327,Medical Incident,0 days 05:50:20.000000000,0 days 05:52:45.000000000,0 days 00:02:25.000000000,37.78258503 -122.4156939
328,Medical Incident,0 days 05:44:01.000000000,0 days 05:46:05.000000000,0 days 00:02:04.000000000,37.78401768 -122.4312381
329,Structure Fire,0 days 19:35:15.000000000,0 days 19:36:15.000000000,0 days 00:01:00.000000000,37.73654494 -122.4223236
330,Medical Incident,0 days 21:47:22.000000000,0 days 21:48:53.000000000,0 days 00:01:31.000000000,37.77428384 -122.4670881
331,Medical Incident,0 days 04:59:41.000000000,0 days 05:01:10.000000000,0 days 00:01:29.000000000,37.77824109 -122.4111848
332,Structure Fire,0 days 21:35:26.000000000,0 days 21:36:47.000000000,0 days 00:01:21.000000000,37.73672968 -122.4248504
333,Medical Incident,0 days 21:56:24.000000000,0 days 21:56:56.000000000,0 days 00:00:32.000000000,37.75599844 -122.4094331
334,Medical Incident,0 days 18:02:47.000000000,0 days 18:06:51.000000000,0 days 00:04:04.000000000,37.79323049 -122.3931813
335,Medical Incident,0 days 15:11:32.000000000,0 days 15:12:58.000000000,0 days 00:01:26.000000000,37.76924706 -122.4269556
336,Medical Incident,0 days 18:47:31.000000000,0 days 18:49:48.000000000,0 days 00:02:17.000000000,37.80193064 -122.4125413
337,Traffic Collision,0 days 17:30:15.000000000,0 days 17:30:44.000000000,0 days 00:00:29.000000000,37.797515 -122.4471583
338,Alarms,0 days 09:40:45.000000000,0 days 09:42:15.000000000,0 days 00:01:30.000000000,37.75617132 -122.4198655
339,Medical Incident,0 days 16:35:26.000000000,0 days 16:36:30.000000000,0 days 00:01:04.000000000,37.75016484 -122.4128319
340,Gas Leak (Natural and LP Gases),0 days 10:58:33.000000000,0 days 10:59:57.000000000,0 days 00:01:24.000000000,37.78566436 -122.4597544
341,Medical Incident,0 days 01:24:30.000000000,0 days 01:27:19.000000000,0 days 00:02:49.000000000,37.75754536 -122.4730003
342,Medical Incident,0 days 18:59:41.000000000,0 days 19:03:14.000000000,0 days 00:03:33.000000000,37.76423612 -122.4196598
343,Medical Incident,0 days 11:28:31.000000000,0 days 11:30:46.000000000,0 days 00:02:15.000000000,37.73520174 -122.4341983
344,Medical Incident,0 days 17:56:24.000000000,0 days 18:00:29.000000000,0 days 00:04:05.000000000,37.78611721 -122.4198542
345,Medical Incident,0 days 05:38:38.000000000,0 days 05:38:43.000000000,0 days 00:00:05.000000000,37.79196281 -122.393243
346,Medical Incident,0 days 11:51:21.000000000,0 days 11:54:22.000000000,0 days 00:03:01.000000000,37.78354278 -122.4925102
347,Traffic Collision,0 days 19:31:25.000000000,0 days 19:33:04.000000000,0 days 00:01:39.000000000,37.78144749 -122.4171456
348,Medical Incident,0 days 21:14:15.000000000,0 days 21:14:53.000000000,0 days 00:00:38.000000000,37.74801345 -122.4224874
349,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000,37.76419571 -122.4330745
350,Structure Fire,0 days 23:52:02.000000000,0 days 23:52:21.000000000,0 days 00:00:19.000000000,37.77025923 -122.4318323
351,Medical Incident,0 days 20:47:00.000000000,0 days 20:48:44.000000000,0 days 00:01:44.000000000,37.79860278 -122.4231486
352,Medical Incident,0 days 14:42:58.000000000,0 days 14:44:25.000000000,0 days 00:01:27.000000000,37.79053181 -122.4039142
353,Medical Incident,0 days 15:19:10.000000000,0 days 15:23:51.000000000,0 days 00:04:41.000000000,37.72094516 -122.4782782
354,Medical Incident,0 days 00:47:57.000000000,0 days 00:49:50.000000000,0 days 00:01:53.000000000,37.79020396 -122.4163929
355,Medical Incident,0 days 13:38:28.000000000,0 days 13:38:48.000000000,0 days 00:00:20.000000000,37.78160513 -122.4163363
356,Medical Incident,0 days 12:32:58.000000000,0 days 12:35:10.000000000,0 days 00:02:12.000000000,37.77883232 -122.4156425
357,Medical Incident,0 days 17:51:57.000000000,0 days 17:54:28.000000000,0 days 00:02:31.000000000,37.76491738 -122.4218864
358,Medical Incident,0 days 22:37:48.000000000,0 days 22:43:41.000000000,0 days 00:05:53.000000000,37.75257276 -122.4129952
359,Alarms,0 days 16:21:35.000000000,0 days 16:24:48.000000000,0 days 00:03:13.000000000,37.79282365 -122.3970342
360,Medical Incident,0 days 15:32:23.000000000,0 days 15:32:23.000000000,0 days 00:00:00.000000000,37.77010383 -122.3910434
361,Medical Incident,0 days 06:58:12.000000000,0 days 07:01:31.000000000,0 days 00:03:19.000000000,37.78594197 -122.4080127
362,Medical Incident,0 days 14:21:43.000000000,0 days 14:26:34.000000000,0 days 00:04:51.000000000,37.77604635 -122.4112888
363,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000,37.78332633 -122.4403249
364,Alarms,0 days 10:05:08.000000000,0 days 10:07:04.000000000,0 days 00:01:56.000000000,37.77025923 -122.4318323
365,Traffic Collision,0 days 19:51:29.000000000,0 days 19:53:41.000000000,0 days 00:02:12.000000000,37.78316766 -122.3978255
366,Medical Incident,0 days 09:30:28.000000000,0 days 09:32:07.000000000,0 days 00:01:39.000000000,37.76924401 -122.4080072
367,Medical Incident,0 days 08:04:39.000000000,0 days 08:07:02.000000000,0 days 00:02:23.000000000,37.75117143 -122.3973798
