"call_type	received_timestamp	disptach_timestamp"
"Medical Incident	 16:40:34	 16:46:28"
"Medical Incident	 17:30:01	 17:32:06"
"Medical Incident	 04:37:30	 04:40:22"
"Outside Fire	 01:52:58	 01:54:41"
"Structure Fire	 14:33:15	 14:34:43"
"Medical Incident	 18:59:41	 19:03:14"
"Medical Incident	 23:55:39	 23:57:44"
"Smoke Investigation (Outside)	 21:32:18	 21:37:45"
"Medical Incident	 12:08:29	 12:10:43"
"Medical Incident	 22:39:09	 22:42:06"
"Medical Incident	 20:26:20	 20:29:15"
"Medical Incident	 05:01:30	 05:02:26"
"Structure Fire	 12:24:27	 12:25:47"
"Alarms	 15:49:23	 15:51:17"
"Structure Fire	 07:48:24	 07:52:04"
"Medical Incident	 20:26:20	 20:29:15"
"Medical Incident	 16:56:59	 16:57:39"
"Medical Incident	 18:59:49	 19:02:20"
"Medical Incident	 16:22:11	 16:24:22"
"Medical Incident	 11:20:32	 11:24:04"
"Medical Incident	 03:09:36	 03:10:40"
"Medical Incident	 07:32:24	 07:36:42"
"Structure Fire	 11:34:36	 11:35:03"
"Medical Incident	 12:52:37	 12:56:50"
"Medical Incident	 15:23:25	 15:27:10"
"Medical Incident	 03:27:28	 03:32:28"
"Medical Incident	 21:44:38	 21:45:51"
"Medical Incident	 23:16:53	 23:23:31"
"Medical Incident	 22:24:33	 22:25:02"
"Medical Incident	 16:37:16	 16:39:58"
"Medical Incident	 18:47:25	 18:54:03"
"Medical Incident	 18:32:39	 18:34:10"
"Medical Incident	 17:52:07	 17:55:37"
"Medical Incident	 14:54:21	 14:59:25"
"Medical Incident	 13:05:33	 13:07:02"
"Medical Incident	 20:13:05	 20:14:22"
"Medical Incident	 22:19:13	 22:20:18"
"Medical Incident	 03:07:06	 03:19:07"
"Medical Incident	 20:37:18	 20:39:02"
"Alarms	 23:20:27	 23:22:48"
"Medical Incident	 22:01:25	 22:14:40"
"Medical Incident	 12:33:12	 12:36:07"
"Medical Incident	 12:41:52	 12:43:33"
"Medical Incident	 10:52:15	 10:54:07"
"Medical Incident	 03:41:24	 03:45:34"
"Alarms	 10:18:34	 10:19:38"
"Alarms	 20:03:08	 20:05:57"
"Medical Incident	 12:04:09	 12:04:56"
"Medical Incident	 18:49:47	 18:51:20"
"Medical Incident	 20:24:12	 20:31:41"
"Structure Fire	 21:35:26	 21:36:47"
"Structure Fire	 11:34:36	 11:35:03"
"Medical Incident	 05:17:54	 05:19:44"
"Medical Incident	 22:06:28	 22:08:13"
"Medical Incident	 11:55:50	 11:58:28"
"Medical Incident	 16:40:13	 16:41:28"
"Medical Incident	 05:17:54	 05:19:44"
"Alarms	 10:05:08	 10:07:04"
"Medical Incident	 09:06:46	 09:07:45"
"Alarms	 04:19:20	 04:22:02"
"Structure Fire	 12:24:27	 12:25:47"
"Medical Incident	 18:36:03	 18:40:26"
"Traffic Collision	 17:27:37	 17:28:33"
"Medical Incident	 21:47:19	 21:51:32"
"Medical Incident	 09:30:28	 09:32:07"
"Medical Incident	 12:30:40	 12:31:35"
"Structure Fire	 12:07:18	 12:07:34"
"Alarms	 20:04:15	 20:05:24"
"Medical Incident	 09:50:48	 09:52:28"
"Traffic Collision	 21:50:32	 21:52:47"
"Medical Incident	 09:29:20	 09:29:30"
"Medical Incident	 12:07:21	 12:08:55"
"Medical Incident	 15:14:12	 15:15:01"
"Medical Incident	 07:23:38	 07:24:50"
"Alarms	 19:41:21	 19:43:04"
"Medical Incident	 19:53:58	 19:56:39"
"Medical Incident	 23:16:04	 23:17:21"
"Alarms	 22:16:57	 22:19:15"
"Medical Incident	 06:39:20	 06:41:10"
"Alarms	 18:00:28	 18:02:20"
"Medical Incident	 08:23:45	 08:26:13"
"Medical Incident	 17:56:46	 17:58:11"
"Medical Incident	 11:46:43	 11:48:59"
"Medical Incident	 21:47:22	 21:48:53"
"Medical Incident	 22:25:39	 22:26:08"
"Medical Incident	 18:19:27	 18:24:33"
"Medical Incident	 05:11:34	 05:14:44"
"Alarms	 11:59:53	 12:04:24"
"Medical Incident	 19:24:51	 19:26:54"
"Medical Incident	 14:42:58	 14:44:25"
"Alarms	 10:43:08	 10:45:00"
"Alarms	 15:05:15	 15:07:28"
"Alarms	 11:51:58	 11:53:30"
"Medical Incident	 10:41:39	 10:44:08"
"Medical Incident	 14:12:47	 14:15:39"
"Medical Incident	 09:59:12	 10:01:06"
"Medical Incident	 20:16:40	 20:25:48"
"Medical Incident	 21:33:17	 21:36:00"
"Structure Fire	 12:24:27	 12:25:47"
"Medical Incident	 17:56:16	 17:59:52"
"Medical Incident	 20:25:32	 20:31:08"
"Structure Fire	 21:35:26	 21:36:47"
"Medical Incident	 11:40:25	 11:42:30"
"Medical Incident	 08:19:58	 08:23:40"
"Structure Fire	 18:35:47	 18:36:02"
"Medical Incident	 16:37:16	 16:39:58"
"Medical Incident	 19:53:58	 19:56:39"
"Medical Incident	 02:04:21	 02:06:04"
"Medical Incident	 12:16:45	 12:18:05"
"Medical Incident	 15:03:18	 15:03:59"
"Medical Incident	 10:59:43	 11:01:42"
"Medical Incident	 08:52:33	 08:53:38"
"Medical Incident	 17:52:07	 17:55:37"
"Structure Fire	 07:14:18	 07:14:49"
"Medical Incident	 18:08:44	 18:10:07"
"Medical Incident	 18:32:04	 18:39:59"
"Structure Fire	 21:35:26	 21:36:47"
"Alarms	 10:18:34	 10:19:38"
"Medical Incident	 07:07:52	 07:09:15"
"Medical Incident	 15:48:18	 16:25:15"
"Traffic Collision	 14:36:10	 14:38:48"
"Alarms	 23:18:04	 23:19:46"
"Medical Incident	 16:42:02	 16:45:47"
"Medical Incident	 04:24:03	 04:24:47"
"Medical Incident	 00:14:57	 00:17:33"
"Medical Incident	 06:22:53	 06:26:14"
"Medical Incident	 07:08:07	 07:11:41"
"Medical Incident	 01:09:17	 01:11:16"
"Alarms	 16:21:35	 16:24:48"
"Medical Incident	 21:33:51	 21:39:08"
"Structure Fire	 14:33:15	 14:34:43"
"Medical Incident	 11:03:52	 11:06:52"
"Medical Incident	 19:41:44	 19:45:15"
"Medical Incident	 02:15:00	 02:15:26"
"Medical Incident	 03:28:08	 03:34:08"
"Structure Fire	 12:07:18	 12:07:34"
"Structure Fire	 23:52:02	 23:52:21"
"Medical Incident	 11:03:52	 11:06:52"
"Medical Incident	 11:46:43	 11:48:59"
"Structure Fire	 21:35:26	 21:36:47"
"Medical Incident	 16:37:16	 16:39:58"
"Alarms	 16:59:46	 17:02:40"
"Medical Incident	 15:13:04	 15:19:25"
"Structure Fire	 13:11:18	 13:12:04"
"Medical Incident	 21:42:22	 21:47:16"
"Medical Incident	 15:13:44	 15:14:23"
"Alarms	 14:37:03	 14:39:45"
"Medical Incident	 08:24:49	 08:25:24"
"Traffic Collision	 14:36:10	 14:38:48"
"Alarms	 16:59:46	 17:01:30"
"Medical Incident	 18:17:15	 18:18:34"
"Structure Fire	 21:35:26	 21:36:47"
"Elevator / Escalator Rescue	 14:05:11	 14:06:27"
"Medical Incident	 12:41:52	 12:43:33"
"Medical Incident	 03:28:35	 03:30:04"
"Medical Incident	 23:44:44	 23:46:22"
"Traffic Collision	 17:30:15	 17:30:44"
"Alarms	 11:51:58	 11:53:30"
"Medical Incident	 10:40:14	 10:41:22"
"Medical Incident	 15:13:04	 15:19:25"
"Structure Fire	 12:24:27	 12:25:47"
"Medical Incident	 21:14:47	 21:18:04"
"Medical Incident	 23:55:39	 23:57:44"
"Alarms	 19:34:50	 19:39:05"
"Alarms	 06:07:00	 06:09:46"
"Medical Incident	 09:36:39	 09:39:12"
"Medical Incident	 19:02:14	 19:04:08"
"Medical Incident	 14:12:47	 14:14:07"
"Medical Incident	 14:51:27	 14:54:58"
"Medical Incident	 15:14:12	 15:15:01"
"Structure Fire	 13:11:18	 13:12:04"
"Citizen Assist / Service Call	 06:58:05	 06:59:29"
"Medical Incident	 17:57:33	 18:01:07"
"Medical Incident	 03:20:30	 03:26:48"
"Structure Fire	 14:33:15	 14:45:48"
"Medical Incident	 10:08:58	 10:11:12"
"Gas Leak (Natural and LP Gases)	 03:27:23	 03:29:26"
"Medical Incident	 04:59:41	 05:01:10"
"Medical Incident	 13:43:55	 13:45:07"
"Medical Incident	 01:18:28	 01:21:47"
"Alarms	 21:18:56	 21:21:18"
"Medical Incident	 22:41:06	 22:42:55"
"Medical Incident	 01:09:17	 01:09:17"
"Medical Incident	 15:31:54	 15:33:39"
"Medical Incident	 10:26:34	 10:30:26"
"Medical Incident	 05:01:30	 05:02:26"
"Medical Incident	 03:42:05	 03:44:09"
"Outside Fire	 01:52:58	 01:54:41"
"Structure Fire	 14:33:15	 14:34:43"
"Medical Incident	 19:02:14	 19:04:08"
"Structure Fire	 00:19:30	 00:35:09"
"Medical Incident	 22:15:16	 22:17:05"
"Medical Incident	 06:09:12	 06:11:53"
"Medical Incident	 16:48:13	 16:51:46"
"Medical Incident	 18:17:15	 18:18:34"
"Alarms	 19:41:21	 19:43:04"
"Medical Incident	 03:48:07	 03:51:41"
"Outside Fire	 07:48:57	 07:49:10"
"Structure Fire	 14:33:15	 14:34:43"
"Medical Incident	 12:30:54	 12:33:04"
"Medical Incident	 08:19:58	 08:22:51"
"Medical Incident	 23:33:06	 23:36:01"
"Alarms	 22:26:22	 22:27:47"
"Medical Incident	 11:26:29	 11:29:24"
"Structure Fire	 12:24:27	 12:25:47"
"Structure Fire	 15:27:16	 15:27:41"
"Medical Incident	 07:32:24	 07:36:42"
"Medical Incident	 17:55:31	 17:59:05"
"Medical Incident	 11:59:40	 12:02:13"
"Alarms	 11:59:53	 12:04:53"
"Medical Incident	 20:54:41	 20:57:20"
"Structure Fire	 19:35:15	 19:37:30"
"Medical Incident	 11:54:29	 11:57:55"
"Medical Incident	 09:59:12	 10:01:06"
"Structure Fire	 19:35:15	 19:36:15"
"Medical Incident	 06:21:46	 06:24:18"
"Medical Incident	 06:39:20	 06:41:10"
"Medical Incident	 15:39:02	 15:40:32"
"Alarms	 20:29:54	 20:32:54"
"Medical Incident	 23:05:41	 23:06:28"
"Alarms	 12:32:17	 12:34:19"
"Medical Incident	 13:56:18	 13:57:18"
"Medical Incident	 20:24:12	 20:35:19"
"Medical Incident	 17:57:33	 18:01:44"
"Medical Incident	 04:03:34	 04:03:49"
"Medical Incident	 23:37:14	 23:38:51"
"Alarms	 15:09:57	 15:11:37"
"Medical Incident	 22:51:53	 22:53:26"
"Alarms	 16:21:35	 16:24:48"
"Medical Incident	 18:21:14	 18:23:32"
"Traffic Collision	 10:09:54	 10:12:59"
"Medical Incident	 09:06:41	 09:08:45"
"Medical Incident	 14:54:31	 15:01:34"
"Medical Incident	 12:45:50	 12:50:20"
"Outside Fire	 15:30:27	 15:34:40"
"Traffic Collision	 15:10:55	 15:13:41"
"Medical Incident	 06:28:57	 06:31:54"
"Medical Incident	 10:45:48	 10:48:24"
"Medical Incident	 23:00:27	 23:02:03"
"Medical Incident	 17:08:49	 17:13:07"
"Structure Fire	 15:23:57	 15:26:30"
"Medical Incident	 22:01:48	 22:04:48"
"Medical Incident	 13:59:32	 14:02:45"
"Alarms	 19:42:44	 19:44:40"
"Traffic Collision	 10:09:54	 10:12:59"
"Medical Incident	 21:10:21	 21:11:48"
"Medical Incident	 18:21:14	 18:23:32"
"Medical Incident	 02:06:45	 02:07:54"
"Medical Incident	 15:04:51	 15:06:11"
"Gas Leak (Natural and LP Gases)	 12:23:59	 12:27:02"
"Medical Incident	 11:04:59	 11:05:48"
"Traffic Collision	 10:04:39	 10:05:29"
"Structure Fire	 23:15:18	 23:16:14"
"Medical Incident	 13:23:54	 13:27:57"
"Medical Incident	 17:58:40	 18:02:36"
"Medical Incident	 12:54:31	 12:57:25"
"Medical Incident	 16:07:25	 16:08:56"
"Medical Incident	 18:03:39	 18:05:39"
"Medical Incident	 10:15:42	 10:18:07"
"Medical Incident	 11:04:59	 11:05:48"
"Medical Incident	 16:44:30	 16:48:32"
"Alarms	 11:47:00	 11:48:44"
"Medical Incident	 17:08:49	 17:12:22"
"Medical Incident	 22:27:06	 22:28:25"
"Medical Incident	 05:51:53	 05:54:28"
"Alarms	 15:21:51	 15:26:59"
"Medical Incident	 18:49:49	 18:50:36"
"Medical Incident	 05:41:12	 05:42:10"
"Medical Incident	 12:52:52	 12:58:04"
"Structure Fire	 02:40:59	 02:49:10"
"Medical Incident	 11:37:58	 11:38:32"
"Structure Fire	 11:00:33	 11:01:33"
"Electrical Hazard	 21:56:55	 21:58:59"
"Medical Incident	 10:03:02	 10:06:41"
"Medical Incident	 02:42:35	 02:46:03"
"Structure Fire	 02:40:59	 02:42:29"
"Medical Incident	 07:06:45	 07:09:50"
"Structure Fire	 11:13:45	 11:14:27"
"Medical Incident	 10:59:08	 11:02:50"
"Medical Incident	 19:27:38	 19:28:24"
"Structure Fire	 22:41:36	 22:46:24"
"Medical Incident	 19:08:16	 19:11:27"
"Outside Fire	 04:55:39	 04:57:53"
"Structure Fire	 02:40:59	 02:47:05"
"Medical Incident	 13:29:52	 13:34:44"
"Medical Incident	 09:29:35	 09:30:41"
"Medical Incident	 08:38:26	 08:42:36"
"Structure Fire	 23:58:03	 00:00:31"
"Structure Fire	 14:59:42	 15:01:31"
"Alarms	 20:45:38	 20:47:17"
"Medical Incident	 22:07:17	 22:07:48"
"Structure Fire	 22:41:36	 22:48:56"
"Medical Incident	 17:51:47	 17:53:43"
"Alarms	 15:43:07	 15:44:15"
"Structure Fire	 15:33:16	 15:33:27"
"Citizen Assist / Service Call	 16:38:01	 16:46:43"
"Medical Incident	 18:44:14	 18:46:18"
"Medical Incident	 05:47:22	 05:49:56"
"Structure Fire	 17:23:20	 17:25:48"
"Medical Incident	 05:23:08	 05:24:32"
"Medical Incident	 04:13:19	 04:18:59"
"Medical Incident	 19:00:19	 19:01:58"
"Other	 19:18:26	 19:22:55"
"Other	 00:05:47	 00:08:02"
"Alarms	 18:52:47	 18:54:13"
"Medical Incident	 17:08:27	 17:10:20"
"Medical Incident	 00:54:26	 00:56:40"
"Medical Incident	 22:29:06	 22:31:38"
"Medical Incident	 21:25:51	 21:31:19"
"Medical Incident	 10:59:08	 11:02:50"
"Medical Incident	 09:06:41	 09:08:45"
"Medical Incident	 08:57:51	 09:03:52"
"Medical Incident	 09:03:28	 09:06:28"
"Other	 00:05:47	 00:17:16"
"Medical Incident	 09:20:16	 09:24:19"
"Structure Fire	 19:01:58	 19:03:22"
"Gas Leak (Natural and LP Gases)	 12:23:59	 12:27:02"
"Alarms	 04:22:08	 04:24:11"
"Medical Incident	 08:57:51	 09:00:59"
"Medical Incident	 08:57:51	 09:00:42"
"Medical Incident	 01:42:10	 01:44:07"
"Structure Fire	 22:41:36	 22:42:57"
"Vehicle Fire	 13:06:32	 13:18:10"
"Medical Incident	 10:08:40	 10:10:14"
"Structure Fire	 17:23:20	 17:25:48"
"Outside Fire	 04:49:22	 04:50:25"
"Medical Incident	 11:11:41	 11:13:47"
"Structure Fire	 23:48:23	 23:49:31"
"Structure Fire	 02:40:59	 02:42:29"
"Medical Incident	 20:07:04	 20:08:10"
"Medical Incident	 13:15:58	 13:17:36"
"Structure Fire	 23:15:18	 23:16:14"
"Citizen Assist / Service Call	 12:09:06	 12:09:20"
"Medical Incident	 11:34:41	 11:37:30"
"Medical Incident	 10:25:40	 10:27:41"
"Alarms	 20:45:38	 20:47:17"
"Medical Incident	 09:26:57	 09:29:20"
"Medical Incident	 13:43:34	 13:45:47"
"Medical Incident	 15:07:55	 15:14:36"
"Medical Incident	 22:41:03	 22:44:03"
"Medical Incident	 16:57:13	 16:57:42"
"Medical Incident	 20:17:43	 20:19:06"
"Medical Incident	 14:19:49	 14:21:45"
"Medical Incident	 04:43:47	 04:45:28"
"Medical Incident	 12:27:43	 12:30:28"
"Medical Incident	 02:28:42	 02:29:04"
"Medical Incident	 08:24:40	 08:27:55"
"Medical Incident	 12:18:38	 12:20:12"
"Alarms	 19:18:01	 19:21:45"
"Alarms	 19:19:00	 19:24:10"
"Medical Incident	 23:24:51	 23:29:17"
"Medical Incident	 21:04:17	 21:06:03"
"Medical Incident	 11:24:10	 11:25:39"
"Medical Incident	 15:54:23	 16:00:12"
"Medical Incident	 01:07:43	 01:10:17"
"Medical Incident	 03:54:15	 03:58:24"
"Structure Fire	 01:09:50	 01:10:44"
"Medical Incident	 17:12:33	 17:14:29"
"Medical Incident	 13:04:12	 13:08:24"
"Medical Incident	 17:55:53	 17:57:06"
"Medical Incident	 08:24:30	 08:28:43"
"Traffic Collision	 09:57:19	 10:02:14"
"Structure Fire	 22:41:36	 22:59:33"
"Medical Incident	 15:55:16	 15:57:44"
"Other	 20:26:33	 20:27:01"
"Alarms	 10:08:58	 10:10:45"
"Structure Fire	 22:41:36	 23:02:13"
"Structure Fire	 22:41:36	 22:49:27"
"Medical Incident	 07:36:45	 07:39:31"
"Traffic Collision	 10:09:54	 10:12:59"
"Medical Incident	 12:27:43	 12:32:15"
"Structure Fire	 22:41:36	 23:13:32"
"Medical Incident	 22:03:19	 22:06:52"
"Medical Incident	 05:08:51	 05:09:49"
"Alarms	 11:47:00	 11:48:44"
"Structure Fire	 14:59:42	 15:10:30"
"Medical Incident	 03:03:10	 03:05:52"
"Medical Incident	 07:42:08	 07:42:33"
"Elevator / Escalator Rescue	 18:17:02	 18:18:56"
"Smoke Investigation (Outside)	 19:33:31	 19:35:17"
"Medical Incident	 19:08:16	 19:14:35"
"Medical Incident	 18:11:47	 18:13:12"
"Structure Fire	 02:40:59	 02:47:05"
"Medical Incident	 16:15:44	 16:19:05"
"Alarms	 10:08:58	 10:10:45"
"Medical Incident	 08:17:56	 08:18:46"
"Traffic Collision	 08:04:35	 08:05:12"
"Medical Incident	 16:09:09	 16:12:39"
"Medical Incident	 08:17:56	 08:18:46"
"Medical Incident	 15:04:51	 15:06:11"
"Medical Incident	 21:50:34	 21:53:07"
"Medical Incident	 17:02:07	 17:03:50"
"Traffic Collision	 10:09:54	 10:12:59"
"Medical Incident	 08:48:18	 08:49:56"
"Medical Incident	 07:56:35	 07:59:48"
"Structure Fire	 19:01:58	 19:03:22"
"Structure Fire	 02:09:44	 02:11:03"
"Traffic Collision	 20:22:00	 20:23:38"
"Medical Incident	 03:39:41	 03:41:39"
"Electrical Hazard	 13:53:37	 13:56:10"
"Medical Incident	 16:15:44	 16:17:11"
"Medical Incident	 22:00:05	 22:03:23"
"Medical Incident	 16:55:38	 17:00:13"
"Alarms	 20:55:52	 20:57:32"
"Medical Incident	 13:04:12	 13:08:06"
"Structure Fire	 02:09:44	 02:11:03"
"Alarms	 12:00:53	 12:03:21"
"Medical Incident	 22:54:45	 22:58:08"
"Vehicle Fire	 13:06:32	 13:06:40"
"Medical Incident	 15:34:49	 15:35:55"
"Medical Incident	 17:32:46	 17:35:43"
"Medical Incident	 11:50:21	 11:55:54"
"Structure Fire	 17:23:20	 17:25:48"
"Structure Fire	 19:01:58	 19:03:22"
"Medical Incident	 22:13:13	 22:15:32"
"Medical Incident	 13:46:34	 13:48:18"
"Medical Incident	 22:37:59	 22:40:32"
"Medical Incident	 03:23:57	 03:24:41"
"Medical Incident	 11:17:35	 11:18:28"
"Medical Incident	 14:01:15	 14:04:15"
"Citizen Assist / Service Call	 08:14:51	 08:19:12"
"Medical Incident	 12:51:15	 12:54:29"
"Medical Incident	 20:51:31	 20:51:31"
"Medical Incident	 15:54:23	 15:56:02"
"Structure Fire	 02:09:44	 02:11:03"
"Medical Incident	 14:30:28	 14:31:34"
"Medical Incident	 07:44:05	 07:44:38"
"Medical Incident	 10:08:40	 10:10:14"
"Alarms	 04:22:08	 04:24:11"
"Medical Incident	 21:41:59	 21:43:58"
"Medical Incident	 08:27:52	 08:31:49"
"Medical Incident	 09:03:28	 09:06:28"
"Structure Fire	 22:41:36	 22:42:57"
"Structure Fire	 22:41:36	 23:02:13"
"Traffic Collision	 08:04:35	 08:05:12"
"Medical Incident	 05:41:12	 05:42:10"
"Structure Fire	 15:33:16	 15:33:27"
"Structure Fire	 15:23:57	 15:25:12"
"Medical Incident	 07:46:39	 07:48:06"
"Traffic Collision	 07:33:04	 07:35:32"
"Medical Incident	 02:54:35	 02:56:27"
"Medical Incident	 04:18:49	 04:20:29"
"Structure Fire	 23:58:03	 00:00:31"
"Structure Fire	 23:58:03	 00:00:31"
"Traffic Collision	 10:09:54	 10:12:59"
"Medical Incident	 20:07:57	 20:09:21"
"Gas Leak (Natural and LP Gases)	 20:01:16	 20:02:35"
"Medical Incident	 15:15:30	 15:17:35"
"Medical Incident	 22:33:02	 22:35:18"
"Medical Incident	 06:17:00	 06:19:20"
"Medical Incident	 11:17:35	 11:18:28"
"Medical Incident	 21:51:14	 21:56:30"
"Medical Incident	 22:45:29	 22:52:27"
"Medical Incident	 08:12:40	 08:12:58"
"Gas Leak (Natural and LP Gases)	 16:25:23	 16:26:42"
"Medical Incident	 08:48:57	 08:50:37"
"Medical Incident	 00:05:53	 00:07:07"
"Medical Incident	 23:05:40	 23:09:24"
"Structure Fire	 02:09:44	 02:11:03"
"Medical Incident	 20:07:04	 20:09:04"
"Medical Incident	 10:30:23	 10:34:45"
"Structure Fire	 19:01:58	 19:03:22"
"Medical Incident	 11:50:21	 11:52:39"
"Structure Fire	 19:01:58	 19:03:22"
"Medical Incident	 23:24:51	 23:29:17"
"Medical Incident	 12:32:22	 12:34:44"
"Medical Incident	 19:21:27	 19:23:25"
"Medical Incident	 21:50:34	 21:52:13"
"Medical Incident	 16:49:06	 16:49:30"
"Medical Incident	 17:06:54	 17:11:26"
"Structure Fire	 23:48:23	 23:49:31"
"Medical Incident	 16:15:44	 16:18:40"
"Structure Fire	 11:13:45	 11:14:27"
"Structure Fire	 22:41:36	 22:42:57"
"Medical Incident	 09:18:32	 09:20:17"
"Traffic Collision	 09:57:19	 10:02:14"
"Medical Incident	 18:18:55	 18:20:11"
"Structure Fire	 19:01:58	 19:05:59"
"Structure Fire	 01:05:03	 01:05:51"
"Medical Incident	 00:31:18	 00:34:57"
"Medical Incident	 00:36:34	 00:39:32"
"Other	 19:18:26	 20:04:39"
"Vehicle Fire	 13:06:32	 13:08:07"
"Medical Incident	 22:41:03	 22:44:03"
"Outside Fire	 10:19:22	 10:23:14"
"Outside Fire	 10:19:22	 10:32:06"
"Medical Incident	 22:54:45	 22:55:54"
"Structure Fire	 22:41:36	 23:02:13"
"Structure Fire	 02:09:44	 02:11:03"
"Medical Incident	 10:52:15	 10:54:28"
"Medical Incident	 11:55:19	 11:59:22"
"Medical Incident	 15:31:30	 15:35:31"
"Traffic Collision	 08:04:35	 08:05:12"
"Structure Fire	 22:41:36	 22:46:24"
"Medical Incident	 09:14:21	 09:15:46"
"Medical Incident	 05:45:03	 05:45:20"
"Medical Incident	 16:55:38	 16:58:22"
"Medical Incident	 14:50:50	 14:51:40"
"Medical Incident	 09:03:28	 09:09:12"
"Medical Incident	 16:57:13	 16:57:42"
"Medical Incident	 09:29:35	 09:30:41"
"Medical Incident	 12:28:09	 12:31:26"
"Medical Incident	 16:44:51	 16:46:09"
"Medical Incident	 06:17:00	 06:19:20"
"Alarms	 19:42:44	 19:44:40"
"Medical Incident	 14:33:29	 14:34:52"
"Medical Incident	 13:34:46	 13:37:30"
"Medical Incident	 14:46:18	 14:47:46"
"Structure Fire	 22:41:36	 22:42:57"
"Medical Incident	 20:09:05	 20:10:52"
"Medical Incident	 12:27:43	 12:30:28"
"Medical Incident	 13:59:32	 14:02:45"
"Electrical Hazard	 18:52:27	 18:53:48"
"Medical Incident	 10:08:55	 10:09:37"
"Outside Fire	 10:19:22	 10:23:14"
"Medical Incident	 17:11:35	 17:15:43"
"Medical Incident	 00:47:22	 00:51:25"
"Alarms	 11:14:52	 11:17:31"
"Medical Incident	 22:53:54	 22:56:47"
"Traffic Collision	 10:04:39	 10:05:29"
"Medical Incident	 14:46:18	 14:47:46"
"Medical Incident	 18:08:18	 18:12:07"
"Medical Incident	 13:41:34	 13:53:01"
"Medical Incident	 18:23:37	 18:26:07"
"Odor (Strange / Unknown)	 18:56:24	 18:58:27"
"Medical Incident	 16:59:54	 17:02:10"
"Medical Incident	 18:23:37	 18:26:07"
"Structure Fire	 22:41:36	 22:48:56"
"Structure Fire	 01:05:03	 01:05:51"
"Alarms	 15:43:07	 15:44:15"
"Traffic Collision	 20:22:00	 20:25:52"
"Medical Incident	 17:28:52	 17:30:46"
"Medical Incident	 13:34:46	 13:37:30"
"Structure Fire	 00:26:17	 00:26:34"
"Outside Fire	 18:07:38	 18:09:54"
"Medical Incident	 22:36:27	 22:37:30"
"Medical Incident	 14:22:59	 14:25:05"
"Medical Incident	 05:17:26	 05:19:49"
"Medical Incident	 14:30:28	 14:31:34"
"Medical Incident	 22:33:02	 22:35:18"
"Medical Incident	 14:45:00	 14:48:25"
"Medical Incident	 15:29:22	 15:36:32"
"Medical Incident	 16:53:04	 16:55:39"
"Medical Incident	 05:08:51	 05:09:49"
"Traffic Collision	 15:58:37	 15:59:09"
"Medical Incident	 18:18:55	 18:20:11"
"Outside Fire	 22:08:23	 22:10:55"
"Medical Incident	 12:40:18	 12:42:08"
"Medical Incident	 21:04:17	 21:06:03"
"Medical Incident	 12:52:52	 12:58:04"
"Medical Incident	 13:59:32	 14:02:45"
"Medical Incident	 11:11:41	 11:13:47"
"Medical Incident	 18:33:12	 18:36:23"
"Medical Incident	 22:03:19	 22:06:52"
"Alarms	 08:52:09	 08:55:08"
"Medical Incident	 04:43:54	 04:48:20"
"Medical Incident	 12:18:45	 12:21:44"
"Medical Incident	 11:08:01	 11:10:25"
"Traffic Collision	 15:18:23	 15:20:04"
"Structure Fire	 23:58:03	 00:00:31"
"Medical Incident	 12:15:35	 12:18:58"
"Alarms	 09:14:17	 09:16:07"
"Structure Fire	 22:41:36	 01:24:04"
"Alarms	 17:57:23	 18:00:13"
"Medical Incident	 06:40:41	 06:42:51"
"Medical Incident	 12:40:18	 12:44:37"
"Medical Incident	 17:12:33	 17:14:29"
"Alarms	 19:27:16	 19:28:46"
"Medical Incident	 10:38:44	 10:40:32"
"Structure Fire	 22:41:36	 23:02:13"
"Medical Incident	 10:20:51	 10:21:07"
"Structure Fire	 23:48:23	 23:49:31"
"Medical Incident	 13:59:32	 14:08:44"
"Medical Incident	 07:46:39	 07:48:06"
"Medical Incident	 21:25:51	 21:31:19"
"Medical Incident	 06:04:51	 06:06:30"
"Medical Incident	 18:18:55	 19:13:35"
"Structure Fire	 22:41:36	 23:02:13"
"Alarms	 14:22:49	 14:25:43"
"Structure Fire	 22:41:36	 11:15:41"
"Medical Incident	 09:20:16	 09:24:19"
"Structure Fire	 22:41:36	 22:48:56"
"Outside Fire	 10:19:22	 10:24:56"
