,call_type,received_timestamp,disptach_timestamp,dispatch_time
273,Medical Incident,0 days 11:42:14.000000000,0 days 11:44:59.000000000,0 days 00:02:45.000000000
274,Traffic Collision,0 days 17:27:37.000000000,0 days 17:28:33.000000000,0 days 00:00:56.000000000
275,Medical Incident,0 days 04:24:03.000000000,0 days 04:24:47.000000000,0 days 00:00:44.000000000
276,Alarms,0 days 21:18:56.000000000,0 days 21:21:18.000000000,0 days 00:02:22.000000000
277,Medical Incident,0 days 13:43:55.000000000,0 days 13:45:07.000000000,0 days 00:01:12.000000000
278,Medical Incident,0 days 10:58:07.000000000,0 days 11:00:53.000000000,0 days 00:02:46.000000000
279,Medical Incident,0 days 16:17:39.000000000,0 days 16:23:31.000000000,0 days 00:05:52.000000000
280,Alarms,0 days 12:09:15.000000000,0 days 12:11:46.000000000,0 days 00:02:31.000000000
281,Medical Incident,0 days 09:21:51.000000000,0 days 09:25:26.000000000,0 days 00:03:35.000000000
282,Medical Incident,0 days 19:14:37.000000000,0 days 19:15:53.000000000,0 days 00:01:16.000000000
283,Medical Incident,0 days 19:10:19.000000000,0 days 19:12:11.000000000,0 days 00:01:52.000000000
284,Medical Incident,0 days 08:35:12.000000000,0 days 08:35:59.000000000,0 days 00:00:47.000000000
285,Alarms,0 days 23:43:00.000000000,0 days 23:47:13.000000000,0 days 00:04:13.000000000
286,Medical Incident,0 days 04:27:16.000000000,0 days 04:29:06.000000000,0 days 00:01:50.000000000
287,Medical Incident,0 days 10:08:58.000000000,0 days 10:11:12.000000000,0 days 00:02:14.000000000
288,Structure Fire,0 days 23:52:02.000000000,0 days 23:52:21.000000000,0 days 00:00:19.000000000
289,Medical Incident,0 days 17:08:19.000000000,0 days 17:10:36.000000000,0 days 00:02:17.000000000
290,Medical Incident,0 days 10:52:15.000000000,0 days 10:54:07.000000000,0 days 00:01:52.000000000
291,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000
292,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000
293,Medical Incident,0 days 09:43:26.000000000,0 days 09:46:57.000000000,0 days 00:03:31.000000000
294,Outside Fire,0 days 01:47:16.000000000,0 days 01:48:37.000000000,0 days 00:01:21.000000000
295,Medical Incident,0 days 05:09:52.000000000,0 days 05:12:41.000000000,0 days 00:02:49.000000000
296,Medical Incident,0 days 18:42:37.000000000,0 days 18:43:10.000000000,0 days 00:00:33.000000000
297,Structure Fire,0 days 01:37:35.000000000,0 days 01:37:42.000000000,0 days 00:00:07.000000000
298,Medical Incident,0 days 16:35:26.000000000,0 days 16:36:30.000000000,0 days 00:01:04.000000000
299,Traffic Collision,0 days 21:50:32.000000000,0 days 21:52:47.000000000,0 days 00:02:15.000000000
300,Alarms,0 days 02:09:42.000000000,0 days 02:11:09.000000000,0 days 00:01:27.000000000
301,Medical Incident,0 days 03:03:33.000000000,0 days 03:04:48.000000000,0 days 00:01:15.000000000
302,Medical Incident,0 days 01:09:19.000000000,0 days 01:13:59.000000000,0 days 00:04:40.000000000
303,Medical Incident,0 days 11:20:32.000000000,0 days 11:24:04.000000000,0 days 00:03:32.000000000
304,Medical Incident,0 days 07:56:26.000000000,0 days 07:59:49.000000000,0 days 00:03:23.000000000
305,Medical Incident,0 days 12:18:52.000000000,0 days 12:18:52.000000000,0 days 00:00:00.000000000
306,Medical Incident,0 days 20:45:37.000000000,0 days 20:47:03.000000000,0 days 00:01:26.000000000
307,Medical Incident,0 days 18:41:09.000000000,0 days 18:42:04.000000000,0 days 00:00:55.000000000
308,Alarms,0 days 18:00:28.000000000,0 days 18:02:20.000000000,0 days 00:01:52.000000000
309,Medical Incident,0 days 14:41:44.000000000,0 days 14:49:18.000000000,0 days 00:07:34.000000000
310,Medical Incident,0 days 11:50:49.000000000,0 days 11:52:12.000000000,0 days 00:01:23.000000000
311,Medical Incident,0 days 05:53:07.000000000,0 days 05:54:00.000000000,0 days 00:00:53.000000000
312,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000
313,Medical Incident,0 days 19:57:20.000000000,0 days 19:59:11.000000000,0 days 00:01:51.000000000
314,Medical Incident,0 days 05:57:15.000000000,0 days 05:58:55.000000000,0 days 00:01:40.000000000
315,Medical Incident,0 days 09:25:43.000000000,0 days 09:27:50.000000000,0 days 00:02:07.000000000
316,Medical Incident,0 days 09:57:47.000000000,0 days 09:57:47.000000000,0 days 00:00:00.000000000
317,Medical Incident,0 days 23:54:15.000000000,0 days 23:59:39.000000000,0 days 00:05:24.000000000
318,Structure Fire,0 days 21:35:26.000000000,0 days 21:36:47.000000000,0 days 00:01:21.000000000
319,Medical Incident,0 days 05:50:20.000000000,0 days 05:52:45.000000000,0 days 00:02:25.000000000
320,Medical Incident,0 days 12:30:54.000000000,0 days 12:37:36.000000000,0 days 00:06:42.000000000
321,Medical Incident,0 days 11:59:40.000000000,0 days 12:01:16.000000000,0 days 00:01:36.000000000
322,Medical Incident,0 days 22:01:25.000000000,0 days 22:05:52.000000000,0 days 00:04:27.000000000
323,Medical Incident,0 days 19:41:44.000000000,0 days 19:46:03.000000000,0 days 00:04:19.000000000
324,Medical Incident,0 days 14:54:21.000000000,0 days 15:03:54.000000000,0 days 00:09:33.000000000
325,Medical Incident,0 days 17:08:19.000000000,0 days 17:10:36.000000000,0 days 00:02:17.000000000
326,Medical Incident,0 days 22:06:28.000000000,0 days 22:08:13.000000000,0 days 00:01:45.000000000
327,Medical Incident,0 days 05:50:20.000000000,0 days 05:52:45.000000000,0 days 00:02:25.000000000
328,Medical Incident,0 days 05:44:01.000000000,0 days 05:46:05.000000000,0 days 00:02:04.000000000
329,Structure Fire,0 days 19:35:15.000000000,0 days 19:36:15.000000000,0 days 00:01:00.000000000
330,Medical Incident,0 days 21:47:22.000000000,0 days 21:48:53.000000000,0 days 00:01:31.000000000
331,Medical Incident,0 days 04:59:41.000000000,0 days 05:01:10.000000000,0 days 00:01:29.000000000
332,Structure Fire,0 days 21:35:26.000000000,0 days 21:36:47.000000000,0 days 00:01:21.000000000
333,Medical Incident,0 days 21:56:24.000000000,0 days 21:56:56.000000000,0 days 00:00:32.000000000
334,Medical Incident,0 days 18:02:47.000000000,0 days 18:06:51.000000000,0 days 00:04:04.000000000
335,Medical Incident,0 days 15:11:32.000000000,0 days 15:12:58.000000000,0 days 00:01:26.000000000
336,Medical Incident,0 days 18:47:31.000000000,0 days 18:49:48.000000000,0 days 00:02:17.000000000
337,Traffic Collision,0 days 17:30:15.000000000,0 days 17:30:44.000000000,0 days 00:00:29.000000000
338,Alarms,0 days 09:40:45.000000000,0 days 09:42:15.000000000,0 days 00:01:30.000000000
339,Medical Incident,0 days 16:35:26.000000000,0 days 16:36:30.000000000,0 days 00:01:04.000000000
340,Gas Leak (Natural and LP Gases),0 days 10:58:33.000000000,0 days 10:59:57.000000000,0 days 00:01:24.000000000
341,Medical Incident,0 days 01:24:30.000000000,0 days 01:27:19.000000000,0 days 00:02:49.000000000
342,Medical Incident,0 days 18:59:41.000000000,0 days 19:03:14.000000000,0 days 00:03:33.000000000
343,Medical Incident,0 days 11:28:31.000000000,0 days 11:30:46.000000000,0 days 00:02:15.000000000
344,Medical Incident,0 days 17:56:24.000000000,0 days 18:00:29.000000000,0 days 00:04:05.000000000
345,Medical Incident,0 days 05:38:38.000000000,0 days 05:38:43.000000000,0 days 00:00:05.000000000
346,Medical Incident,0 days 11:51:21.000000000,0 days 11:54:22.000000000,0 days 00:03:01.000000000
347,Traffic Collision,0 days 19:31:25.000000000,0 days 19:33:04.000000000,0 days 00:01:39.000000000
348,Medical Incident,0 days 21:14:15.000000000,0 days 21:14:53.000000000,0 days 00:00:38.000000000
349,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000
350,Structure Fire,0 days 23:52:02.000000000,0 days 23:52:21.000000000,0 days 00:00:19.000000000
351,Medical Incident,0 days 20:47:00.000000000,0 days 20:48:44.000000000,0 days 00:01:44.000000000
352,Medical Incident,0 days 14:42:58.000000000,0 days 14:44:25.000000000,0 days 00:01:27.000000000
353,Medical Incident,0 days 15:19:10.000000000,0 days 15:23:51.000000000,0 days 00:04:41.000000000
354,Medical Incident,0 days 00:47:57.000000000,0 days 00:49:50.000000000,0 days 00:01:53.000000000
355,Medical Incident,0 days 13:38:28.000000000,0 days 13:38:48.000000000,0 days 00:00:20.000000000
356,Medical Incident,0 days 12:32:58.000000000,0 days 12:35:10.000000000,0 days 00:02:12.000000000
357,Medical Incident,0 days 17:51:57.000000000,0 days 17:54:28.000000000,0 days 00:02:31.000000000
358,Medical Incident,0 days 22:37:48.000000000,0 days 22:43:41.000000000,0 days 00:05:53.000000000
359,Alarms,0 days 16:21:35.000000000,0 days 16:24:48.000000000,0 days 00:03:13.000000000
360,Medical Incident,0 days 15:32:23.000000000,0 days 15:32:23.000000000,0 days 00:00:00.000000000
361,Medical Incident,0 days 06:58:12.000000000,0 days 07:01:31.000000000,0 days 00:03:19.000000000
362,Medical Incident,0 days 14:21:43.000000000,0 days 14:26:34.000000000,0 days 00:04:51.000000000
363,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000
364,Alarms,0 days 10:05:08.000000000,0 days 10:07:04.000000000,0 days 00:01:56.000000000
365,Traffic Collision,0 days 19:51:29.000000000,0 days 19:53:41.000000000,0 days 00:02:12.000000000
366,Medical Incident,0 days 09:30:28.000000000,0 days 09:32:07.000000000,0 days 00:01:39.000000000
367,Medical Incident,0 days 08:04:39.000000000,0 days 08:07:02.000000000,0 days 00:02:23.000000000
368,Medical Incident,0 days 10:53:53.000000000,0 days 10:57:30.000000000,0 days 00:03:37.000000000
369,Medical Incident,0 days 13:21:28.000000000,0 days 13:25:05.000000000,0 days 00:03:37.000000000
370,Medical Incident,0 days 22:39:24.000000000,0 days 22:40:00.000000000,0 days 00:00:36.000000000
371,Medical Incident,0 days 08:52:33.000000000,0 days 08:53:09.000000000,0 days 00:00:36.000000000
372,Medical Incident,0 days 17:11:51.000000000,0 days 17:12:12.000000000,0 days 00:00:21.000000000
373,Structure Fire,0 days 14:33:15.000000000,0 days 14:34:43.000000000,0 days 00:01:28.000000000
374,Medical Incident,0 days 00:49:37.000000000,0 days 00:53:16.000000000,0 days 00:03:39.000000000
375,Medical Incident,0 days 01:18:28.000000000,0 days 01:21:47.000000000,0 days 00:03:19.000000000
376,Alarms,0 days 15:09:57.000000000,0 days 15:11:37.000000000,0 days 00:01:40.000000000
377,Medical Incident,0 days 16:38:02.000000000,0 days 16:39:26.000000000,0 days 00:01:24.000000000
378,Alarms,0 days 14:37:03.000000000,0 days 14:39:45.000000000,0 days 00:02:42.000000000
379,Structure Fire,0 days 08:27:11.000000000,0 days 08:28:01.000000000,0 days 00:00:50.000000000
380,Smoke Investigation (Outside),0 days 05:17:11.000000000,0 days 05:19:03.000000000,0 days 00:01:52.000000000
381,Structure Fire,0 days 18:14:27.000000000,0 days 18:14:37.000000000,0 days 00:00:10.000000000
382,Medical Incident,0 days 03:09:36.000000000,0 days 03:11:43.000000000,0 days 00:02:07.000000000
383,Medical Incident,0 days 20:13:17.000000000,0 days 20:15:54.000000000,0 days 00:02:37.000000000
384,Traffic Collision,0 days 14:36:10.000000000,0 days 14:38:48.000000000,0 days 00:02:38.000000000
385,Medical Incident,0 days 19:57:20.000000000,0 days 19:59:11.000000000,0 days 00:01:51.000000000
386,Medical Incident,0 days 16:22:11.000000000,0 days 16:24:22.000000000,0 days 00:02:11.000000000
387,Medical Incident,0 days 10:46:03.000000000,0 days 10:47:24.000000000,0 days 00:01:21.000000000
388,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000
389,Medical Incident,0 days 17:55:31.000000000,0 days 17:59:05.000000000,0 days 00:03:34.000000000
390,Medical Incident,0 days 09:54:42.000000000,0 days 10:01:52.000000000,0 days 00:07:10.000000000
391,Medical Incident,0 days 14:38:19.000000000,0 days 14:43:36.000000000,0 days 00:05:17.000000000
392,Medical Incident,0 days 16:42:02.000000000,0 days 16:45:47.000000000,0 days 00:03:45.000000000
393,Medical Incident,0 days 13:02:34.000000000,0 days 13:04:14.000000000,0 days 00:01:40.000000000
394,Structure Fire,0 days 15:27:16.000000000,0 days 15:27:41.000000000,0 days 00:00:25.000000000
395,Medical Incident,0 days 08:11:03.000000000,0 days 08:12:11.000000000,0 days 00:01:08.000000000
396,Medical Incident,0 days 22:41:06.000000000,0 days 22:42:55.000000000,0 days 00:01:49.000000000
397,Alarms,0 days 04:55:36.000000000,0 days 04:56:46.000000000,0 days 00:01:10.000000000
398,Medical Incident,0 days 04:27:16.000000000,0 days 04:29:06.000000000,0 days 00:01:50.000000000
399,Medical Incident,0 days 13:34:40.000000000,0 days 13:35:48.000000000,0 days 00:01:08.000000000
400,Vehicle Fire,0 days 06:26:09.000000000,0 days 06:27:43.000000000,0 days 00:01:34.000000000
401,Medical Incident,0 days 05:27:24.000000000,0 days 05:29:09.000000000,0 days 00:01:45.000000000
402,Alarms,0 days 22:53:52.000000000,0 days 22:55:13.000000000,0 days 00:01:21.000000000
403,Medical Incident,0 days 18:47:25.000000000,0 days 18:54:03.000000000,0 days 00:06:38.000000000
404,Medical Incident,0 days 18:19:27.000000000,0 days 18:21:42.000000000,0 days 00:02:15.000000000
405,Medical Incident,0 days 22:30:30.000000000,0 days 22:32:20.000000000,0 days 00:01:50.000000000
406,Structure Fire,0 days 21:35:26.000000000,0 days 21:36:47.000000000,0 days 00:01:21.000000000
407,Alarms,0 days 16:59:46.000000000,0 days 17:01:30.000000000,0 days 00:01:44.000000000
408,Gas Leak (Natural and LP Gases),0 days 17:17:55.000000000,0 days 17:19:19.000000000,0 days 00:01:24.000000000
409,Medical Incident,0 days 10:19:18.000000000,0 days 10:20:43.000000000,0 days 00:01:25.000000000
410,Medical Incident,0 days 23:16:53.000000000,0 days 23:18:04.000000000,0 days 00:01:11.000000000
411,Traffic Collision,0 days 19:31:36.000000000,0 days 19:32:11.000000000,0 days 00:00:35.000000000
412,Gas Leak (Natural and LP Gases),0 days 21:24:04.000000000,0 days 21:27:13.000000000,0 days 00:03:09.000000000
413,Alarms,0 days 09:43:42.000000000,0 days 09:46:17.000000000,0 days 00:02:35.000000000
414,Medical Incident,0 days 05:09:52.000000000,0 days 05:12:41.000000000,0 days 00:02:49.000000000
415,Medical Incident,0 days 11:59:40.000000000,0 days 12:01:16.000000000,0 days 00:01:36.000000000
416,Medical Incident,0 days 00:14:57.000000000,0 days 00:17:33.000000000,0 days 00:02:36.000000000
417,Medical Incident,0 days 19:24:51.000000000,0 days 19:26:54.000000000,0 days 00:02:03.000000000
418,Medical Incident,0 days 06:24:30.000000000,0 days 06:29:36.000000000,0 days 00:05:06.000000000
419,Other,0 days 23:14:14.000000000,0 days 23:20:59.000000000,0 days 00:06:45.000000000
420,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000
421,Medical Incident,0 days 01:57:57.000000000,0 days 02:00:03.000000000,0 days 00:02:06.000000000
422,Medical Incident,0 days 15:11:32.000000000,0 days 15:12:58.000000000,0 days 00:01:26.000000000
423,Medical Incident,0 days 11:42:43.000000000,0 days 11:44:02.000000000,0 days 00:01:19.000000000
424,Medical Incident,0 days 11:31:18.000000000,0 days 11:33:52.000000000,0 days 00:02:34.000000000
425,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000
426,Medical Incident,0 days 22:39:09.000000000,0 days 22:42:06.000000000,0 days 00:02:57.000000000
427,Medical Incident,0 days 16:21:49.000000000,0 days 16:25:20.000000000,0 days 00:03:31.000000000
428,Medical Incident,0 days 15:25:18.000000000,0 days 15:28:42.000000000,0 days 00:03:24.000000000
429,Medical Incident,0 days 20:24:28.000000000,0 days 20:27:05.000000000,0 days 00:02:37.000000000
430,Medical Incident,0 days 16:25:57.000000000,0 days 16:27:54.000000000,0 days 00:01:57.000000000
431,Gas Leak (Natural and LP Gases),0 days 10:58:33.000000000,0 days 10:59:57.000000000,0 days 00:01:24.000000000
432,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000
433,Structure Fire,0 days 19:35:15.000000000,0 days 19:36:15.000000000,0 days 00:01:00.000000000
434,Citizen Assist / Service Call,0 days 19:09:15.000000000,0 days 19:11:30.000000000,0 days 00:02:15.000000000
435,Medical Incident,0 days 05:11:34.000000000,0 days 05:24:21.000000000,0 days 00:12:47.000000000
436,Other,0 days 19:07:16.000000000,0 days 20:11:14.000000000,0 days 01:03:58.000000000
437,Medical Incident,0 days 11:40:00.000000000,0 days 11:43:03.000000000,0 days 00:03:03.000000000
438,Alarms,0 days 09:40:45.000000000,0 days 09:42:15.000000000,0 days 00:01:30.000000000
439,Alarms,0 days 09:40:45.000000000,0 days 09:42:15.000000000,0 days 00:01:30.000000000
440,Alarms,0 days 11:59:53.000000000,0 days 12:01:50.000000000,0 days 00:01:57.000000000
441,Alarms,0 days 22:53:52.000000000,0 days 22:55:13.000000000,0 days 00:01:21.000000000
442,Traffic Collision,0 days 19:50:01.000000000,0 days 19:51:05.000000000,0 days 00:01:04.000000000
443,Medical Incident,0 days 09:43:26.000000000,0 days 09:46:57.000000000,0 days 00:03:31.000000000
444,Alarms,0 days 11:51:58.000000000,0 days 11:53:30.000000000,0 days 00:01:32.000000000
445,Medical Incident,0 days 12:44:04.000000000,0 days 12:44:40.000000000,0 days 00:00:36.000000000
446,Structure Fire,0 days 07:48:24.000000000,0 days 07:52:04.000000000,0 days 00:03:40.000000000
447,Medical Incident,0 days 10:59:43.000000000,0 days 11:01:42.000000000,0 days 00:01:59.000000000
448,Medical Incident,0 days 10:19:18.000000000,0 days 10:20:43.000000000,0 days 00:01:25.000000000
449,Medical Incident,0 days 03:41:24.000000000,0 days 03:45:34.000000000,0 days 00:04:10.000000000
450,Traffic Collision,0 days 18:07:10.000000000,0 days 18:08:02.000000000,0 days 00:00:52.000000000
451,Medical Incident,0 days 03:28:08.000000000,0 days 03:34:08.000000000,0 days 00:06:00.000000000
452,Medical Incident,0 days 01:02:15.000000000,0 days 01:06:19.000000000,0 days 00:04:04.000000000
453,Medical Incident,0 days 14:43:50.000000000,0 days 14:48:28.000000000,0 days 00:04:38.000000000
454,Medical Incident,0 days 16:40:13.000000000,0 days 16:42:42.000000000,0 days 00:02:29.000000000
455,Structure Fire,0 days 00:19:30.000000000,0 days 00:35:09.000000000,0 days 00:15:39.000000000
456,Traffic Collision,0 days 17:03:30.000000000,0 days 17:03:54.000000000,0 days 00:00:24.000000000
457,Alarms,0 days 23:18:04.000000000,0 days 23:19:46.000000000,0 days 00:01:42.000000000
458,Medical Incident,0 days 07:17:08.000000000,0 days 07:19:46.000000000,0 days 00:02:38.000000000
459,Alarms,0 days 14:37:03.000000000,0 days 14:41:32.000000000,0 days 00:04:29.000000000
460,Medical Incident,0 days 15:48:18.000000000,0 days 15:52:13.000000000,0 days 00:03:55.000000000
