,call_type,received_timestamp
876,Medical Incident,1/23/2018
877,Structure Fire,1/23/2018
878,Medical Incident,1/23/2018
879,Structure Fire,1/23/2018
880,Electrical Hazard,1/23/2018
881,Medical Incident,1/23/2018
882,Medical Incident,1/23/2018
883,Structure Fire,1/23/2018
884,Medical Incident,1/23/2018
885,Structure Fire,1/23/2018
886,Medical Incident,1/23/2018
887,Medical Incident,1/23/2018
888,Structure Fire,1/23/2018
889,Medical Incident,1/23/2018
890,Outside Fire,1/23/2018
891,Structure Fire,1/23/2018
892,Medical Incident,1/23/2018
893,Medical Incident,1/23/2018
894,Medical Incident,1/23/2018
895,Structure Fire,1/23/2018
896,Structure Fire,1/23/2018
897,Alarms,1/23/2018
898,Medical Incident,1/23/2018
899,Structure Fire,1/23/2018
900,Medical Incident,1/23/2018
901,Alarms,1/23/2018
902,Structure Fire,1/23/2018
903,Citizen Assist / Service Call,1/23/2018
904,Medical Incident,1/23/2018
905,Medical Incident,1/23/2018
906,Structure Fire,1/23/2018
907,Medical Incident,1/23/2018
908,Medical Incident,1/23/2018
909,Medical Incident,1/23/2018
910,Other,1/23/2018
911,Other,1/23/2018
912,Alarms,1/23/2018
913,Medical Incident,1/23/2018
914,Medical Incident,1/23/2018
915,Medical Incident,1/23/2018
916,Medical Incident,1/23/2018
917,Medical Incident,1/23/2018
918,Medical Incident,1/23/2018
919,Medical Incident,1/23/2018
920,Medical Incident,1/23/2018
921,Other,1/23/2018
922,Medical Incident,1/23/2018
923,Structure Fire,1/23/2018
924,Gas Leak (Natural and LP Gases),1/23/2018
925,Alarms,1/23/2018
926,Medical Incident,1/23/2018
927,Medical Incident,1/23/2018
928,Medical Incident,1/23/2018
929,Structure Fire,1/23/2018
930,Vehicle Fire,1/23/2018
931,Medical Incident,1/23/2018
932,Structure Fire,1/23/2018
933,Outside Fire,1/23/2018
934,Medical Incident,1/23/2018
935,Structure Fire,1/23/2018
936,Structure Fire,1/23/2018
937,Medical Incident,1/23/2018
938,Medical Incident,1/23/2018
939,Structure Fire,1/23/2018
940,Citizen Assist / Service Call,1/23/2018
941,Medical Incident,1/23/2018
942,Medical Incident,1/23/2018
943,Alarms,1/23/2018
944,Medical Incident,1/23/2018
945,Medical Incident,1/23/2018
946,Medical Incident,1/23/2018
947,Medical Incident,1/23/2018
948,Medical Incident,1/23/2018
949,Medical Incident,1/23/2018
950,Medical Incident,1/23/2018
951,Medical Incident,1/23/2018
952,Medical Incident,1/23/2018
953,Medical Incident,1/23/2018
954,Medical Incident,1/23/2018
955,Medical Incident,1/23/2018
956,Alarms,1/23/2018
957,Alarms,1/23/2018
958,Medical Incident,1/23/2018
959,Medical Incident,1/23/2018
960,Medical Incident,1/23/2018
961,Medical Incident,1/23/2018
962,Medical Incident,1/23/2018
963,Medical Incident,1/23/2018
964,Structure Fire,1/23/2018
965,Medical Incident,1/23/2018
966,Medical Incident,1/23/2018
967,Medical Incident,1/23/2018
968,Medical Incident,1/23/2018
969,Traffic Collision,1/23/2018
970,Structure Fire,1/23/2018
971,Medical Incident,1/23/2018
972,Other,1/23/2018
973,Alarms,1/23/2018
974,Structure Fire,1/23/2018
975,Structure Fire,1/23/2018
976,Medical Incident,1/23/2018
977,Traffic Collision,1/23/2018
978,Medical Incident,1/23/2018
979,Structure Fire,1/23/2018
980,Medical Incident,1/23/2018
981,Medical Incident,1/23/2018
982,Alarms,1/23/2018
983,Structure Fire,1/23/2018
984,Medical Incident,1/23/2018
985,Medical Incident,1/23/2018
986,Elevator / Escalator Rescue,1/23/2018
987,Smoke Investigation (Outside),1/23/2018
988,Medical Incident,1/23/2018
989,Medical Incident,1/23/2018
990,Structure Fire,1/23/2018
991,Medical Incident,1/23/2018
992,Alarms,1/23/2018
993,Medical Incident,1/23/2018
994,Traffic Collision,1/23/2018
995,Medical Incident,1/23/2018
996,Medical Incident,1/23/2018
997,Medical Incident,1/23/2018
998,Medical Incident,1/23/2018
999,Medical Incident,1/23/2018
1000,Traffic Collision,1/23/2018
1001,Medical Incident,1/23/2018
1002,Medical Incident,1/23/2018
1003,Structure Fire,1/23/2018
1004,Structure Fire,1/23/2018
1005,Traffic Collision,1/23/2018
1006,Medical Incident,1/23/2018
1007,Electrical Hazard,1/23/2018
1008,Medical Incident,1/23/2018
1009,Medical Incident,1/23/2018
1010,Medical Incident,1/23/2018
1011,Alarms,1/23/2018
1012,Medical Incident,1/23/2018
1013,Structure Fire,1/23/2018
1014,Alarms,1/23/2018
1015,Medical Incident,1/23/2018
1016,Vehicle Fire,1/23/2018
1017,Medical Incident,1/23/2018
1018,Medical Incident,1/23/2018
1019,Medical Incident,1/23/2018
1020,Structure Fire,1/23/2018
1021,Structure Fire,1/23/2018
1022,Medical Incident,1/23/2018
1023,Medical Incident,1/23/2018
1024,Medical Incident,1/23/2018
1025,Medical Incident,1/23/2018
1026,Medical Incident,1/23/2018
1027,Medical Incident,1/23/2018
1028,Citizen Assist / Service Call,1/23/2018
1029,Medical Incident,1/23/2018
1030,Medical Incident,1/23/2018
1031,Medical Incident,1/23/2018
1032,Structure Fire,1/23/2018
1033,Medical Incident,1/23/2018
1034,Medical Incident,1/23/2018
1035,Medical Incident,1/23/2018
1036,Alarms,1/23/2018
1037,Medical Incident,1/23/2018
1038,Medical Incident,1/23/2018
1039,Medical Incident,1/23/2018
1040,Structure Fire,1/23/2018
1041,Structure Fire,1/23/2018
1042,Traffic Collision,1/23/2018
1043,Medical Incident,1/23/2018
1044,Structure Fire,1/23/2018
1045,Structure Fire,1/23/2018
1046,Medical Incident,1/23/2018
1047,Traffic Collision,1/23/2018
1048,Medical Incident,1/23/2018
1049,Medical Incident,1/23/2018
1050,Structure Fire,1/23/2018
1051,Structure Fire,1/23/2018
1052,Traffic Collision,1/23/2018
1053,Medical Incident,1/23/2018
1054,Gas Leak (Natural and LP Gases),1/23/2018
1055,Medical Incident,1/23/2018
1056,Medical Incident,1/23/2018
1057,Medical Incident,1/23/2018
1058,Medical Incident,1/23/2018
1059,Medical Incident,1/23/2018
1060,Medical Incident,1/23/2018
1061,Medical Incident,1/23/2018
1062,Gas Leak (Natural and LP Gases),1/23/2018
1063,Medical Incident,1/23/2018
1064,Medical Incident,1/23/2018
1065,Medical Incident,1/23/2018
1066,Structure Fire,1/23/2018
1067,Medical Incident,1/23/2018
1068,Medical Incident,1/23/2018
1069,Structure Fire,1/23/2018
1070,Medical Incident,1/23/2018
1071,Structure Fire,1/23/2018
1072,Medical Incident,1/23/2018
1073,Medical Incident,1/23/2018
1074,Medical Incident,1/23/2018
1075,Medical Incident,1/23/2018
1076,Medical Incident,1/23/2018
1077,Medical Incident,1/23/2018
1078,Structure Fire,1/23/2018
1079,Medical Incident,1/23/2018
1080,Structure Fire,1/23/2018
1081,Structure Fire,1/23/2018
1082,Medical Incident,1/23/2018
1083,Traffic Collision,1/23/2018
1084,Medical Incident,1/23/2018
1085,Structure Fire,1/23/2018
1086,Structure Fire,1/23/2018
1087,Medical Incident,1/23/2018
1088,Medical Incident,1/23/2018
1089,Other,1/23/2018
1090,Vehicle Fire,1/23/2018
1091,Medical Incident,1/23/2018
1092,Outside Fire,1/23/2018
1093,Outside Fire,1/23/2018
1094,Medical Incident,1/23/2018
1095,Structure Fire,1/23/2018
1096,Structure Fire,1/23/2018
1097,Medical Incident,1/23/2018
1098,Medical Incident,1/23/2018
1099,Medical Incident,1/23/2018
1100,Traffic Collision,1/23/2018
1101,Structure Fire,1/23/2018
1102,Medical Incident,1/23/2018
1103,Medical Incident,1/23/2018
1104,Medical Incident,1/23/2018
1105,Medical Incident,1/23/2018
1106,Medical Incident,1/23/2018
1107,Medical Incident,1/23/2018
1108,Medical Incident,1/23/2018
1109,Medical Incident,1/23/2018
1110,Medical Incident,1/23/2018
1111,Medical Incident,1/23/2018
1112,Alarms,1/23/2018
1113,Medical Incident,1/23/2018
1114,Medical Incident,1/23/2018
1115,Medical Incident,1/23/2018
1116,Structure Fire,1/23/2018
1117,Medical Incident,1/23/2018
1118,Medical Incident,1/23/2018
1119,Medical Incident,1/23/2018
1120,Electrical Hazard,1/23/2018
1121,Medical Incident,1/23/2018
1122,Outside Fire,1/23/2018
1123,Medical Incident,1/23/2018
1124,Medical Incident,1/23/2018
1125,Alarms,1/23/2018
1126,Medical Incident,1/23/2018
1127,Traffic Collision,1/23/2018
1128,Medical Incident,1/23/2018
1129,Medical Incident,1/23/2018
1130,Medical Incident,1/23/2018
1131,Medical Incident,1/23/2018
1132,Odor (Strange / Unknown),1/23/2018
1133,Medical Incident,1/23/2018
1134,Medical Incident,1/23/2018
1135,Structure Fire,1/23/2018
1136,Structure Fire,1/23/2018
1137,Alarms,1/23/2018
1138,Traffic Collision,1/23/2018
1139,Medical Incident,1/23/2018
1140,Medical Incident,1/23/2018
1141,Structure Fire,1/23/2018
1142,Outside Fire,1/23/2018
1143,Medical Incident,1/23/2018
1144,Medical Incident,1/23/2018
1145,Medical Incident,1/23/2018
1146,Medical Incident,1/23/2018
1147,Medical Incident,1/23/2018
1148,Medical Incident,1/23/2018
1149,Medical Incident,1/23/2018
1150,Medical Incident,1/23/2018
1151,Medical Incident,1/23/2018
1152,Traffic Collision,1/23/2018
1153,Medical Incident,1/23/2018
1154,Outside Fire,1/23/2018
1155,Medical Incident,1/23/2018
1156,Medical Incident,1/23/2018
1157,Medical Incident,1/23/2018
1158,Medical Incident,1/23/2018
1159,Medical Incident,1/23/2018
1160,Medical Incident,1/23/2018
1161,Medical Incident,1/23/2018
1162,Alarms,1/23/2018
1163,Medical Incident,1/23/2018
1164,Medical Incident,1/23/2018
1165,Medical Incident,1/23/2018
1166,Traffic Collision,1/23/2018
1167,Structure Fire,1/23/2018
1168,Medical Incident,1/23/2018
1169,Alarms,1/23/2018
1170,Structure Fire,1/23/2018
1171,Alarms,1/23/2018
1172,Medical Incident,1/23/2018
1173,Medical Incident,1/23/2018
1174,Medical Incident,1/23/2018
1175,Alarms,1/23/2018
1176,Medical Incident,1/23/2018
1177,Structure Fire,1/23/2018
1178,Medical Incident,1/23/2018
1179,Structure Fire,1/23/2018
1180,Medical Incident,1/23/2018
1181,Medical Incident,1/23/2018
1182,Medical Incident,1/23/2018
1183,Medical Incident,1/23/2018
1184,Medical Incident,1/23/2018
1185,Structure Fire,1/23/2018
1186,Alarms,1/23/2018
1187,Structure Fire,1/23/2018
1188,Medical Incident,1/23/2018
1189,Structure Fire,1/23/2018
1190,Outside Fire,1/23/2018
1191,Medical Incident,1/23/2018
1192,Medical Incident,1/23/2018
1193,Structure Fire,1/23/2018
1194,Alarms,1/23/2018
1195,Medical Incident,1/23/2018
1196,Medical Incident,1/23/2018
1197,Medical Incident,1/23/2018
1198,Structure Fire,1/23/2018
1199,Alarms,1/23/2018
1200,Vehicle Fire,1/23/2018
1201,Medical Incident,1/23/2018
1202,Alarms,1/23/2018
1203,Alarms,1/23/2018
1204,Medical Incident,1/23/2018
1205,Medical Incident,1/23/2018
1206,Medical Incident,1/23/2018
1207,Traffic Collision,1/23/2018
1208,Medical Incident,1/23/2018
1209,Medical Incident,1/23/2018
1210,Medical Incident,1/23/2018
1211,Medical Incident,1/23/2018
1212,Medical Incident,1/23/2018
1213,Other,1/23/2018
1214,Traffic Collision,1/23/2018
1215,Structure Fire,1/23/2018
1216,Structure Fire,1/23/2018
1217,Structure Fire,1/23/2018
1218,Medical Incident,1/23/2018
1219,Medical Incident,1/23/2018
1220,Alarms,1/23/2018
1221,Medical Incident,1/23/2018
1222,Traffic Collision,1/23/2018
1223,Medical Incident,1/23/2018
1224,Structure Fire,1/23/2018
1225,Medical Incident,1/23/2018
1226,Medical Incident,1/23/2018
1227,Alarms,1/23/2018
1228,Medical Incident,1/23/2018
1229,Medical Incident,1/23/2018
1230,Medical Incident,1/23/2018
1231,Medical Incident,1/23/2018
1232,Medical Incident,1/23/2018
1233,Structure Fire,1/23/2018
1234,Vehicle Fire,1/23/2018
1235,Medical Incident,1/23/2018
1236,Medical Incident,1/23/2018
1237,Structure Fire,1/23/2018
1238,Medical Incident,1/23/2018
1239,Structure Fire,1/23/2018
1240,Structure Fire,1/23/2018
1241,Structure Fire,1/23/2018
1242,Alarms,1/23/2018
1243,Medical Incident,1/23/2018
1244,Medical Incident,1/23/2018
1245,Medical Incident,1/23/2018
1246,Structure Fire,1/23/2018
1247,Structure Fire,1/23/2018
1248,Medical Incident,1/23/2018
1249,Alarms,1/23/2018
1250,Medical Incident,1/23/2018
1251,Structure Fire,1/23/2018
1252,Medical Incident,1/23/2018
1253,Medical Incident,1/23/2018
1254,Structure Fire,1/23/2018
1255,Medical Incident,1/23/2018
1256,Medical Incident,1/23/2018
1257,Medical Incident,1/23/2018
1258,Medical Incident,1/23/2018
1259,Medical Incident,1/23/2018
1260,Medical Incident,1/23/2018
1261,Medical Incident,1/23/2018
1262,Medical Incident,1/23/2018
1263,Medical Incident,1/23/2018
1264,Medical Incident,1/23/2018
1265,Structure Fire,1/23/2018
1266,Medical Incident,1/23/2018
1267,Citizen Assist / Service Call,1/23/2018
1268,Medical Incident,1/23/2018
1269,Structure Fire,1/23/2018
1270,Traffic Collision,1/23/2018
1271,Outside Fire,1/23/2018
1272,Medical Incident,1/23/2018
1273,Structure Fire,1/23/2018
1274,Medical Incident,1/23/2018
1275,Medical Incident,1/23/2018
1276,Medical Incident,1/23/2018
1277,Alarms,1/23/2018
1278,Medical Incident,1/23/2018
1279,Medical Incident,1/23/2018
1280,Medical Incident,1/23/2018
1281,Medical Incident,1/23/2018
1282,Medical Incident,1/23/2018
1283,Medical Incident,1/23/2018
1284,Medical Incident,1/23/2018
1285,Medical Incident,1/23/2018
1286,Alarms,1/23/2018
1287,Medical Incident,1/23/2018
1288,Medical Incident,1/23/2018
1289,Traffic Collision,1/23/2018
1290,Medical Incident,1/23/2018
1291,Medical Incident,1/23/2018
1292,Traffic Collision,1/23/2018
1293,Alarms,1/23/2018
1294,Medical Incident,1/23/2018
1295,Medical Incident,1/23/2018
1296,Structure Fire,1/23/2018
1297,Citizen Assist / Service Call,1/23/2018
1298,Medical Incident,1/23/2018
1299,Medical Incident,1/23/2018
1300,Medical Incident,1/23/2018
1301,Alarms,1/23/2018
1302,Medical Incident,1/23/2018
1303,Medical Incident,1/23/2018
1304,Alarms,1/23/2018
1305,Medical Incident,1/23/2018
1306,Structure Fire,1/23/2018
1307,Medical Incident,1/23/2018
1308,Alarms,1/23/2018
1309,Medical Incident,1/23/2018
1310,Medical Incident,1/23/2018
1311,Citizen Assist / Service Call,1/23/2018
1312,Structure Fire,1/23/2018
1313,Medical Incident,1/23/2018
1314,Alarms,1/23/2018
1315,Structure Fire,1/23/2018
1316,Medical Incident,1/23/2018
1317,Medical Incident,1/23/2018
1318,Alarms,1/23/2018
1319,Medical Incident,1/23/2018
1320,Medical Incident,1/23/2018
1321,Medical Incident,1/23/2018
1322,Medical Incident,1/23/2018
1323,Alarms,1/23/2018
1324,Other,1/23/2018
1325,Medical Incident,1/23/2018
1326,Medical Incident,1/23/2018
1327,Medical Incident,1/23/2018
1328,Medical Incident,1/23/2018
1329,Smoke Investigation (Outside),1/23/2018
1330,Alarms,1/23/2018
1331,Structure Fire,1/23/2018
1332,Other,1/23/2018
1333,Alarms,1/23/2018
1334,Structure Fire,1/23/2018
1335,Medical Incident,1/23/2018
1336,Medical Incident,1/23/2018
1337,Medical Incident,1/23/2018
1338,Medical Incident,1/23/2018
1339,Medical Incident,1/23/2018
1340,Structure Fire,1/23/2018
1341,Medical Incident,1/23/2018
1342,Medical Incident,1/23/2018
1343,Alarms,1/23/2018
1344,Medical Incident,1/23/2018
1345,Structure Fire,1/23/2018
1346,Medical Incident,1/23/2018
1347,Medical Incident,1/23/2018
1348,Structure Fire,1/23/2018
1349,Medical Incident,1/23/2018
1350,Medical Incident,1/23/2018
1351,Structure Fire,1/23/2018
1352,Medical Incident,1/23/2018
1353,Other,1/23/2018
1354,Medical Incident,1/23/2018
1355,Medical Incident,1/23/2018
1356,Structure Fire,1/23/2018
1357,Medical Incident,1/23/2018
1358,Medical Incident,1/23/2018
1359,Medical Incident,1/23/2018
1360,Medical Incident,1/23/2018
1361,Medical Incident,1/23/2018
1362,Medical Incident,1/23/2018
1363,Medical Incident,1/23/2018
1364,Medical Incident,1/23/2018
1365,Alarms,1/23/2018
1366,Medical Incident,1/23/2018
1367,Medical Incident,1/23/2018
1368,Medical Incident,1/23/2018
1369,Medical Incident,1/23/2018
1370,Medical Incident,1/23/2018
1371,Medical Incident,1/23/2018
1372,Alarms,1/23/2018
1373,Citizen Assist / Service Call,1/23/2018
1374,Medical Incident,1/23/2018
1375,Alarms,1/23/2018
1376,Alarms,1/23/2018
1377,Alarms,1/23/2018
1378,Medical Incident,1/23/2018
1379,Medical Incident,1/23/2018
1380,Medical Incident,1/23/2018
1381,Medical Incident,1/23/2018
1382,Medical Incident,1/23/2018
1383,Medical Incident,1/23/2018
1384,Medical Incident,1/23/2018
1385,Alarms,1/23/2018
1386,Medical Incident,1/23/2018
1387,Medical Incident,1/23/2018
1388,Medical Incident,1/23/2018
1389,Structure Fire,1/23/2018
1390,Structure Fire,1/23/2018
1391,Other,1/23/2018
1392,Medical Incident,1/23/2018
1393,Medical Incident,1/23/2018
1394,Medical Incident,1/23/2018
1395,Structure Fire,1/23/2018
1396,Medical Incident,1/23/2018
1397,Medical Incident,1/23/2018
1398,Medical Incident,1/23/2018
1399,Medical Incident,1/23/2018
1400,Alarms,1/23/2018
1401,Structure Fire,1/23/2018
1402,Medical Incident,1/23/2018
1403,Structure Fire,1/23/2018
1404,Medical Incident,1/23/2018
1405,Structure Fire,1/23/2018
1406,Medical Incident,1/23/2018
1407,Medical Incident,1/23/2018
1408,Medical Incident,1/23/2018
1409,Alarms,1/23/2018
1410,Medical Incident,1/23/2018
1411,Alarms,1/23/2018
1412,Structure Fire,1/23/2018
1413,Traffic Collision,1/23/2018
1414,Medical Incident,1/23/2018
1415,Structure Fire,1/23/2018
1416,Medical Incident,1/23/2018
1417,Structure Fire,1/23/2018
1418,Medical Incident,1/23/2018
1419,Medical Incident,1/23/2018
1420,Medical Incident,1/23/2018
1421,Alarms,1/23/2018
1422,Medical Incident,1/23/2018
1423,Structure Fire,1/23/2018
1424,Medical Incident,1/23/2018
1425,Structure Fire,1/23/2018
1426,Structure Fire,1/23/2018
1427,Medical Incident,1/23/2018
1428,Outside Fire,1/23/2018
1429,Outside Fire,1/23/2018
1430,Medical Incident,1/23/2018
1431,Medical Incident,1/23/2018
1432,Medical Incident,1/23/2018
1433,Medical Incident,1/23/2018
1434,Structure Fire,1/23/2018
1435,Structure Fire,1/23/2018
1436,Alarms,1/23/2018
1437,Medical Incident,1/23/2018
1438,Medical Incident,1/23/2018
1439,Structure Fire,1/23/2018
1440,Medical Incident,1/23/2018
1441,Medical Incident,1/23/2018
1442,Medical Incident,1/23/2018
1443,Medical Incident,1/23/2018
1444,Medical Incident,1/23/2018
1445,Medical Incident,1/23/2018
1446,Medical Incident,1/23/2018
1447,Traffic Collision,1/23/2018
1448,Medical Incident,1/23/2018
1449,Medical Incident,1/23/2018
1450,Medical Incident,1/23/2018
1451,Structure Fire,1/23/2018
1452,Structure Fire,1/23/2018
1453,Other,1/23/2018
1454,Medical Incident,1/23/2018
1455,Medical Incident,1/23/2018
1456,Alarms,1/23/2018
1457,Medical Incident,1/23/2018
1458,Medical Incident,1/23/2018
1459,Alarms,1/23/2018
1460,Medical Incident,1/23/2018
1461,Medical Incident,1/23/2018
1462,Alarms,1/23/2018
1463,Structure Fire,1/23/2018
1464,Medical Incident,1/23/2018
1465,Medical Incident,1/23/2018
1466,Citizen Assist / Service Call,1/23/2018
1467,Medical Incident,1/23/2018
1468,Structure Fire,1/23/2018
1469,Other,1/23/2018
1470,Medical Incident,1/23/2018
1471,Medical Incident,1/23/2018
1472,Medical Incident,1/23/2018
1473,Medical Incident,1/23/2018
1474,Alarms,1/23/2018
1475,Structure Fire,1/23/2018
1476,Medical Incident,1/23/2018
1477,Medical Incident,1/23/2018
1478,Medical Incident,1/23/2018
1479,Structure Fire,1/23/2018
1480,Alarms,1/23/2018
1481,Medical Incident,1/23/2018
1482,Medical Incident,1/23/2018
1483,Medical Incident,1/23/2018
1484,Medical Incident,1/23/2018
1485,Medical Incident,1/23/2018
1486,Alarms,1/23/2018
1487,Medical Incident,1/23/2018
1488,Structure Fire,1/23/2018
1489,Medical Incident,1/23/2018
1490,Structure Fire,1/23/2018
1491,Traffic Collision,1/23/2018
1492,Traffic Collision,1/23/2018
1493,Medical Incident,1/23/2018
1494,Medical Incident,1/23/2018
1495,Traffic Collision,1/23/2018
1496,Structure Fire,1/23/2018
1497,Structure Fire,1/23/2018
1498,Medical Incident,1/23/2018
1499,Medical Incident,1/23/2018
1500,Alarms,1/23/2018
