call_type,latitude,longitude,zipcode_of_incident,,row_id
Medical Incident,37.78150637,-122.4079329,94103,,180240091-55
Medical Incident,37.77986128,-122.3895907,94107,,180242456-E35
Medical Incident,37.79920486,-122.4401325,94123,,180242865-E38
Structure Fire,37.78521736,-122.4170696,94109,,180240052-E38
Traffic Collision,37.78239164,-122.4473015,94118,,180242944-AM116
Alarms,37.79051268,-122.4022167,94104,,180244080-T13
Medical Incident,37.7124645,-122.4630291,94132,,180240581-E33
Alarms,37.78729529,-122.4158061,94109,,180242425-E03
Medical Incident,37.78008594,-122.3975017,94107,,180242689-81
Medical Incident,37.78160513,-122.4163363,94102,,180242506-AM112
Structure Fire,37.78878689,-122.4270597,94109,,180241105-T05
Medical Incident,37.78005744,-122.4086735,94103,,180240692-E01
Medical Incident,37.76208111,-122.468321,94122,,180241120-85
Medical Incident,37.7330297,-122.4342263,94131,,180240110-71
Medical Incident,37.74089198,-122.465829,94127,,180242565-E39
Medical Incident,37.78895561,-122.4178258,94109,,180243928-E03
Medical Incident,37.76967964,-122.449942,94117,,180242870-E12
Alarms,37.74691023,-122.4258238,94131,,180243951-E32
Medical Incident,37.77487017,-122.3944171,94158,,180240411-T08
Structure Fire,37.783359,-122.4166949,94102,,180241852-E38
Medical Incident,37.80546355,-122.4144122,94133,,180241877-79
Medical Incident,37.71781485,-122.3914268,94124,,180240011-72
Gas Leak (Natural and LP Gases),37.79009247,-122.4426337,94115,,180242569-E10
Medical Incident,37.76062927,-122.4126814,94110,,180240119-E07
Medical Incident,37.72919356,-122.3740024,94124,,180242943-63
Alarms,37.79589953,-122.4377815,94123,,180241269-T05
Alarms,37.77991167,-122.4074744,94103,,180244077-B03
Alarms,37.78726854,-122.4001889,94105,,180242685-B03
Medical Incident,37.79695516,-122.3989082,94111,,180242924-E13
Medical Incident,37.77966604,-122.4137112,94102,,180240690-E36
Medical Incident,37.77651282,-122.4149667,94103,,180242406-E36
Medical Incident,37.79461386,-122.403979,94111,,180241462-KM09
Structure Fire,37.77025923,-122.4318323,94117,,180242412-RC3
Traffic Collision,37.77531731,-122.427724,94102,,180243283-95
Medical Incident,37.78476846,-122.4860872,94121,,180243039-KM11
Structure Fire,37.79531294,-122.3979748,94111,,180243280-E13
Medical Incident,37.72848944,-122.4299954,94112,,180241602-E43
Medical Incident,37.74084613,-122.4276968,94131,,180244117-E11
Medical Incident,37.78636079,-122.4156169,94109,,180242316-T03
Medical Incident,37.77782816,-122.4249247,94102,,180240941-RC1
Structure Fire,37.79860278,-122.4231486,94109,,180244146-RS1
Structure Fire,37.783359,-122.4166949,94102,,180241852-E01
Medical Incident,37.78241705,-122.4208105,94102,,180240243-E03
Structure Fire,37.78521736,-122.4170696,94109,,180240052-D2
Other,37.72229807,-122.4113031,94134,,180243393-53
Alarms,37.7825474,-122.4122479,94102,,180242938-T03
Alarms,37.75366959,-122.4222784,94110,,180244089-B06
Medical Incident,37.7444275,-122.4086903,94110,,180244113-E09
Medical Incident,37.79154569,-122.4200366,94109,,180241714-91
Medical Incident,37.7785752,-122.428452,94102,,180240490-89
Structure Fire,37.71645955,-122.4410196,94112,,180240145-E43
Medical Incident,37.80727587,-122.4156164,94133,,180243612-76
Medical Incident,37.78128769,-122.4113181,94103,,180242164-E01
Alarms,37.79051268,-122.4022167,94104,,180244080-B01
Alarms,37.77299247,-122.4761579,94121,,180241094-T14
Medical Incident,37.77842248,-122.4334073,94117,,180243153-AM116
Medical Incident,37.7854812,-122.4212035,94109,,180243329-E03
Medical Incident,37.78305497,-122.4115773,94102,,180242820-59
Medical Incident,37.78284503,-122.4132218,94102,,180243637-E03
Medical Incident,37.78594197,-122.4080127,94102,,180242624-74
Alarms,37.78730401,-122.3963805,94105,,180243509-T01
Medical Incident,37.78139813,-122.4092454,94103,,180242887-KM09
Alarms,37.79129325,-122.3986146,94105,,180240417-T13
Alarms,37.77991167,-122.4074744,94103,,180244131-E01
Medical Incident,37.79180108,-122.3995994,94111,,180243649-E13
Medical Incident,37.7785752,-122.428452,94102,,180240490-E21
Medical Incident,37.77487017,-122.3944171,94158,,180240411-65
Medical Incident,37.78689868,-122.3887794,94105,,180240188-57
Medical Incident,37.74702849,-122.4315135,94131,,180241528-E24
Medical Incident,37.77844605,-122.4995914,94121,,180244073-RC2
Medical Incident,37.73654494,-122.4223236,94110,,180240385-AM126
Medical Incident,37.77409268,-122.4410844,94117,,180240863-74
Medical Incident,37.77886069,-122.4082716,94103,,180244056-66
Structure Fire,37.77428384,-122.4670881,94118,,180243491-D2
Structure Fire,37.77428384,-122.4670881,94118,,180243491-T14
Outside Fire,37.76042745,-122.410962,94110,,180240163-E29
Other,37.78697332,-122.4258459,94109,,180242196-E03
Medical Incident,37.79053181,-122.4039142,94108,,180243692-E13
Medical Incident,37.79073739,-122.4198727,94109,,180243200-KM09
Outside Fire,37.76042745,-122.410962,94110,,180240166-E07
Medical Incident,37.78636079,-122.4156169,94109,,180242316-E03
Alarms,37.78935407,-122.4000324,94105,,180241882-B03
Structure Fire,37.79049502,-122.4023533,94104,,180240672-E10
Outside Fire,37.73956627,-122.4069786,94124,,180240029-E42
Medical Incident,37.76062927,-122.4126814,94110,,180240119-67
Alarms,37.79129325,-122.3986146,94105,,180240180-B03
Traffic Collision,37.76495166,-122.4319376,94114,,180242427-T07
Medical Incident,37.77708346,-122.4169793,94102,,180241886-KM09
Medical Incident,37.77762424,-122.3999811,94107,,180243606-65
Medical Incident,37.7124645,-122.4630291,94132,,180240581-55
Traffic Collision,37.72378785,-122.4364493,94112,,180242059-RC4
Medical Incident,37.78149663,-122.4163145,94102,,180243274-82
Alarms,37.78420567,-122.4076127,94103,,180241726-E08
Structure Fire,37.78640961,-122.4080362,94102,,180243206-E03
Medical Incident,37.75148331,-122.4564484,94131,,180241172-E24
Medical Incident,37.79695516,-122.3989082,94111,,180243624-62
Medical Incident,37.77419657,-122.5100338,94121,,180241452-54
Traffic Collision,37.78239164,-122.4473015,94118,,180242944-E10
Medical Incident,37.79625512,-122.4084104,94133,,180243653-93
Alarms,37.76990742,-122.4291109,94114,,180243159-B05
Traffic Collision,37.76495166,-122.4319376,94114,,180242427-B06
Medical Incident,37.78111921,-122.412597,94102,,180241653-T03
Medical Incident,37.79020396,-122.4163929,94109,,180242577-AM114
Alarms,37.78870661,-122.3990102,94105,,180244017-T01
Medical Incident,37.79053181,-122.4039142,94108,,180243643-79
Medical Incident,37.78921883,-122.4068427,94108,,180241133-81
Medical Incident,37.76173673,-122.4973495,94122,,180242858-E23
Medical Incident,37.78005744,-122.4086735,94103,,180240692-61
Structure Fire,37.78521736,-122.4170696,94109,,180240052-T05
Alarms,37.79746472,-122.4146678,94133,,180241394-T02
Medical Incident,37.78176091,-122.4151051,94102,,180243615-E36
Medical Incident,37.76033176,-122.5092121,94122,,180240117-E23
Medical Incident,37.79777923,-122.407828,94133,,180243987-85
Medical Incident,37.74953353,-122.4771494,94116,,180241876-E40
Structure Fire,37.79049502,-122.4023533,94104,,180240672-85
Medical Incident,37.78153451,-122.4281353,94115,,180241354-E38
Medical Incident,37.79318893,-122.4005535,94104,,180241651-E13
Medical Incident,37.78118085,-122.428836,94115,,180244097-62
Alarms,37.72569336,-122.4522897,94112,,180241783-T15
Medical Incident,37.79727032,-122.4059152,94133,,180240090-66
Medical Incident,37.72848944,-122.4299954,94112,,180241406-E43
Outside Fire,37.79983846,-122.4284568,94123,,180244124-B02
Medical Incident,37.78157397,-122.4554288,94118,,180240765-54
Structure Fire,37.79049502,-122.4023533,94104,,180240672-E16
Medical Incident,37.76227855,-122.4193325,94110,,180243897-66
Medical Incident,37.77874221,-122.4304635,94117,,180241751-E38
Medical Incident,37.79695516,-122.3989082,94111,,180242924-RC1
Medical Incident,37.74953353,-122.4771494,94116,,180241876-E18
Alarms,37.78137782,-122.433162,94115,,180242522-T03
Medical Incident,37.76310298,-122.4663147,94122,,180243980-87
Medical Incident,37.78150637,-122.4079329,94103,,180240371-79
Medical Incident,37.78160513,-122.4163363,94102,,180240071-E03
Medical Incident,37.78636079,-122.4156169,94109,,180242316-61
Medical Incident,37.77952317,-122.4126393,94103,,180241776-RS1
Structure Fire,37.79860278,-122.4231486,94109,,180244146-E02
Medical Incident,37.76844274,-122.4222977,94103,,180244121-93
Medical Incident,37.78111921,-122.412597,94102,,180241653-E03
Medical Incident,37.75828227,-122.4907982,94122,,180241207-52
Structure Fire,37.78521736,-122.4170696,94109,,180240052-T03
Structure Fire,37.77428384,-122.4670881,94118,,180243491-RS1
Medical Incident,37.77792272,-122.4189512,94102,,180242501-KM11
Medical Incident,37.78511111,-122.414592,94109,,180240466-E03
Alarms,37.7841909,-122.4101195,94102,,180240342-E01
Structure Fire,37.79860278,-122.4231486,94109,,180244146-D2
Medical Incident,37.78689868,-122.3887794,94105,,180240188-RC1
Medical Incident,37.78491618,-122.41195,94102,,180243275-79
Medical Incident,37.75257276,-122.4129952,94110,,180243587-67
Medical Incident,37.78147394,-122.4206896,94102,,180244012-E36
Medical Incident,37.78508117,-122.4064978,94103,,180243186-59
Structure Fire,37.78878689,-122.4270597,94109,,180241105-E41
Traffic Collision,37.71347595,-122.4345411,94112,,180243104-93
Medical Incident,37.77409268,-122.4410844,94117,,180241696-52
Medical Incident,37.77651282,-122.4149667,94103,,180242406-AM114
Structure Fire,37.78640961,-122.4080362,94102,,180240567-T03
Medical Incident,37.78139813,-122.4092454,94103,,180242887-AM114
Medical Incident,37.76129048,-122.4072554,94110,,180242871-AM108
Medical Incident,37.76799245,-122.3943915,94158,,180243050-83
Medical Incident,37.78233759,-122.4138914,94102,,180240328-T03
Outside Fire,37.76042745,-122.410962,94110,,180240163-B02
Structure Fire,37.77025923,-122.4318323,94117,,180242412-T10
Medical Incident,37.73520174,-122.4341983,94131,,180243375-E26
Medical Incident,37.76060062,-122.3973793,94107,,180244154-E37
Smoke Investigation (Outside),37.75008261,-122.4433473,94131,,180243822-E24
Medical Incident,37.77952317,-122.4126393,94103,,180241776-KM08
Medical Incident,37.7773216,-122.449116,94117,,180243985-E21
Medical Incident,37.79180108,-122.3995994,94111,,180243649-T13
Medical Incident,37.7881263,-122.4176572,94109,,180240346-70
Structure Fire,37.783359,-122.4166949,94102,,180241852-T03
Alarms,37.78726854,-122.4001889,94105,,180242685-E01
Structure Fire,37.79049502,-122.4023533,94104,,180240672-E51
Medical Incident,37.79180108,-122.3995994,94111,,180243649-79
Medical Incident,37.79695516,-122.3989082,94111,,180242924-B01
Medical Incident,37.7702426,-122.4296382,94117,,180243363-62
Medical Incident,37.73782181,-122.4323983,94131,,180242794-55
Medical Incident,37.76403274,-122.5094022,94122,,180241563-E23
Medical Incident,37.78241705,-122.4208105,94102,,180240243-KM03
Medical Incident,37.79342018,-122.4093887,94108,,180240632-53
Structure Fire,37.77527206,-122.4159082,94103,,180241607-E36
Medical Incident,37.78788961,-122.401043,94105,,180241966-76
Medical Incident,37.77782548,-122.4715032,94118,,180242608-E31
Medical Incident,37.78367395,-122.415073,94109,,180240265-71
Medical Incident,37.75219765,-122.3974777,94107,,180243847-95
Medical Incident,37.77953108,-122.4135425,94103,,180244074-RC1
Medical Incident,37.7625884,-122.4325313,94114,,180243946-65
Medical Incident,37.77016312,-122.4461504,94117,,180242861-64
Medical Incident,37.77409486,-122.4200014,94103,,180243330-E36
Medical Incident,37.78149663,-122.4163145,94102,,180243274-E03
Medical Incident,37.73485505,-122.3794869,94124,,180243120-65
Medical Incident,37.74817255,-122.458695,94131,,180242487-KM15
Medical Incident,37.79057826,-122.4206874,94109,,180242033-E41
Medical Incident,37.72094713,-122.4531654,94112,,180243610-E15
Medical Incident,37.77091334,-122.420305,94103,,180243933-AM120
Medical Incident,37.76505134,-122.419669,94103,,180240249-70
Medical Incident,37.73295563,-122.3875908,94124,,180243671-E17
Alarms,37.75366959,-122.4222784,94110,,180244089-T11
Medical Incident,37.7731448,-122.3914729,94158,,180243893-E04
Medical Incident,37.77708346,-122.4169793,94102,,180241886-E36
Medical Incident,37.78480739,-122.4136154,94102,,180241918-E03
Medical Incident,37.78796309,-122.4034918,94108,,180241440-E13
Medical Incident,37.76505134,-122.419669,94103,,180240274-E07
Alarms,37.79589953,-122.4377815,94123,,180241269-E38
Alarms,37.77732776,-122.3930886,94107,,180243590-E08
Medical Incident,37.77874221,-122.4304635,94117,,180241751-59
Medical Incident,37.7854812,-122.4212035,94109,,180243329-79
Medical Incident,37.79053181,-122.4039142,94108,,180243643-KM06
Structure Fire,37.75599844,-122.4094331,94110,,180243824-T09
Structure Fire,37.77527206,-122.4159082,94103,,180241607-T03
Medical Incident,37.78512515,-122.404966,94103,,180240357-E01
Medical Incident,37.78258503,-122.4156939,94102,,180243903-AM116
Medical Incident,37.79154569,-122.4200366,94109,,180241714-E03
Medical Incident,37.79920486,-122.4401325,94123,,180242865-E16
Medical Incident,37.78512515,-122.404966,94103,,180240357-62
Alarms,37.78316766,-122.3978255,94107,,180241203-B03
Medical Incident,37.77782816,-122.4249247,94102,,180240941-E38
Alarms,37.78299265,-122.3905285,94107,,180240313-T08
Structure Fire,37.783359,-122.4166949,94102,,180241852-B02
Medical Incident,37.77762424,-122.3999811,94107,,180243287-E08
Traffic Collision,37.74252073,-122.4043063,94124,,180243037-E09
Medical Incident,37.73209214,-122.3908027,94124,,180243860-53
Medical Incident,37.75117143,-122.3973798,94107,,180241026-E09
Medical Incident,37.78594197,-122.4080127,94102,,180241870-E02
Structure Fire,37.76065163,-122.4132237,94110,,180241761-E07
Alarms,37.7903193,-122.4231629,94109,,180243588-T03
Medical Incident,37.76208111,-122.468321,94122,,180241120-E22
Traffic Collision,37.77085213,-122.4136792,94103,,180243864-62
Medical Incident,37.79175352,-122.4224337,94109,,180241022-KM02
Medical Incident,37.77091334,-122.420305,94103,,180241762-63
Medical Incident,37.78672974,-122.4131614,94102,,180242557-AM104
Medical Incident,37.78191397,-122.4130322,94102,,180240599-63
Alarms,37.78730401,-122.3963805,94105,,180243509-E35
Medical Incident,37.79028274,-122.4340468,94115,,180243560-AM116
Medical Incident,37.77844605,-122.4995914,94121,,180244073-79
Alarms,37.75436288,-122.4232161,94110,,180243931-B06
Medical Incident,37.72184586,-122.4561415,94112,,180240468-57
Alarms,37.76990742,-122.4291109,94114,,180243159-E05
Medical Incident,37.77404134,-122.423188,94102,,180240787-85
Medical Incident,37.74921003,-122.4162418,94110,,180243131-79
Medical Incident,37.70893522,-122.4270135,94134,,180241677-82
Medical Incident,37.77824109,-122.4111848,94103,,180243854-82
Medical Incident,37.7830194,-122.4638918,94118,,180243948-E31
Medical Incident,37.77305345,-122.4186182,94103,,180243226-AM108
Medical Incident,37.78611721,-122.4198542,94109,,180240352-62
Alarms,37.78420567,-122.4076127,94103,,180241726-T01
Medical Incident,37.80627493,-122.4230092,94109,,180243460-84
Medical Incident,37.72094516,-122.4782782,94132,,180242448-E19
Alarms,37.79746472,-122.4146678,94133,,180241394-B01
Alarms,37.78137782,-122.433162,94115,,180242522-T05
Alarms,37.78845684,-122.4018373,94105,,180241699-B03
Medical Incident,37.78191397,-122.4130322,94102,,180241387-83
Medical Incident,37.78808219,-122.4100569,94102,,180242328-T03
Medical Incident,37.72967082,-122.3734405,94124,,180241168-E17
Medical Incident,37.79695516,-122.3989082,94111,,180243624-E13
Medical Incident,37.77865785,-122.4165803,94102,,180243820-61
Structure Fire,37.783359,-122.4166949,94102,,180241852-RS1
Medical Incident,37.7560964,-122.4277834,94114,,180243142-57
Medical Incident,37.79625512,-122.4084104,94133,,180243653-E02
Structure Fire,37.75599844,-122.4094331,94110,,180243824-E29
Medical Incident,37.77814783,-122.4862064,94121,,180241644-E14
Medical Incident,37.78157397,-122.4554288,94118,,180240765-KM11
Structure Fire,37.79531294,-122.3979748,94111,,180243280-T13
Medical Incident,37.77016312,-122.4461504,94117,,180242861-E12
Medical Incident,37.79028274,-122.4340468,94115,,180243560-E10
Medical Incident,37.75521795,-122.4755404,94122,,180240176-75
Medical Incident,37.77938258,-122.4184844,94102,,180241805-E36
Medical Incident,37.78160513,-122.4163363,94102,,180242506-E03
Medical Incident,37.77829356,-122.5029457,94121,,180241479-E34
Medical Incident,37.78610104,-122.4180881,94109,,180240882-54
Medical Incident,37.73485505,-122.3794869,94124,,180243120-E25
Structure Fire,37.78640961,-122.4080362,94102,,180240567-E03
Medical Incident,37.78508117,-122.4064978,94103,,180243186-E01
Medical Incident,37.78491618,-122.41195,94102,,180243275-91
Structure Fire,37.75599844,-122.4094331,94110,,180243824-T07
Alarms,37.79589953,-122.4377815,94123,,180241269-B04
Medical Incident,37.78434554,-122.4077851,94102,,180240551-62
Medical Incident,37.78008594,-122.3975017,94107,,180242689-EMS6
Traffic Collision,37.76495166,-122.4319376,94114,,180242427-RC3
Alarms,37.79051268,-122.4022167,94104,,180244080-E13
Medical Incident,37.76967964,-122.449942,94117,,180242870-E10
Medical Incident,37.7806621,-122.4228979,94102,,180240316-E36
Medical Incident,37.78626844,-122.4129972,94102,,180240025-53
Medical Incident,37.77529388,-122.4188944,94103,,180240437-AM104
