call_type,zipcode_of_incident,dispatch_time
Medical Incident,94102,1:43
Medical Incident,94110,3:05
Traffic Collision,94116,1:38
Medical Incident,94134,3:13
Medical Incident,94124,1:24
Structure Fire,94102,1:19
Structure Fire,94102,1:38
Traffic Collision,94112,1:58
Medical Incident,94116,2:33
Electrical Hazard,94115,1:27
Medical Incident,94103,3:18
Medical Incident,94103,4:35
Medical Incident,94110,1:40
Alarms,94102,3:54
Medical Incident,94109,1:19
Structure Fire,94102,2:28
Alarms,94121,3:23
Medical Incident,94103,0:08
Vehicle Fire,94134,1:06
Medical Incident,94115,2:57
Medical Incident,94109,5:33
Medical Incident,94115,2:28
Structure Fire,94117,1:24
Structure Fire,94102,2:19
Medical Incident,94110,1:44
Medical Incident,94121,2:33
Medical Incident,94103,0:44
Medical Incident,94102,0:53
Medical Incident,94110,3:00
Medical Incident,94103,4:21
Citizen Assist / Service Call,94110,3:14
Medical Incident,94103,0:00
Medical Incident,94110,1:39
Medical Incident,94124,1:19
Structure Fire,94102,1:06
Medical Incident,94110,0:33
Medical Incident,94133,1:34
Medical Incident,94109,2:03
Alarms,94105,1:59
Medical Incident,94109,3:57
Medical Incident,94124,3:00
Medical Incident,94122,1:21
Structure Fire,94127,20:37
Structure Fire,94127,0:37
Traffic Collision,94131,0:58
Medical Incident,94108,0:11
Structure Fire,94102,1:15
Structure Fire,94117,1:27
Medical Incident,94117,2:28
Traffic Collision,94131,1:52
Medical Incident,94109,1:40
Medical Incident,94124,0:02:28
Structure Fire,94116,0:02:28
Structure Fire,94116,3:05
Traffic Collision,94116,1:24
Medical Incident,94112,1:19
Gas Leak (Natural and LP Gases),94133,2:05
Medical Incident,94115,2:16
Medical Incident,94134,2:20
Medical Incident,94116,0:53
Medical Incident,94110,5:16
Medical Incident,94102,6:58
Medical Incident,94103,0:18
Medical Incident,94132,1:19
Gas Leak (Natural and LP Gases),94118,1:40
Medical Incident,94134,1:14
Medical Incident,94115,3:44
Medical Incident,94102,1:19
Structure Fire,94102,2:00
Medical Incident,94114,4:22
Medical Incident,94114,1:24
Structure Fire,94102,2:18
Medical Incident,94115,1:24
Structure Fire,94102,4:26
Medical Incident,94103,2:22
Medical Incident,94122,1:58
Medical Incident,94133,1:39
Medical Incident,94102,0:24
Medical Incident,94124,4:32
Medical Incident,94110,1:08
Structure Fire,94132,2:56
Medical Incident,94103,0:42
Structure Fire,94117,1:21
Structure Fire,94127,1:45
Medical Incident,94134,4:55
Traffic Collision,94103,1:16
Medical Incident,94103,4:01
Structure Fire,94102,0:48
Structure Fire,94103,3:39
Medical Incident,94134,2:58
Medical Incident,94132,46:13:00
Other,94111,1:35
Vehicle Fire,94134,3:00
Medical Incident,94117,3:52
Outside Fire,94110,12:44
Outside Fire,94110,1:09
Medical Incident,94103,20:37
Structure Fire,94127,1:19
Structure Fire,94102,2:13
Medical Incident,94108,4:03
Medical Incident,94131,4:01
Medical Incident,94103,0:37
Traffic Collision,94131,4:48
Structure Fire,94127,1:25
Medical Incident,94117,0:17
Medical Incident,94102,2:44
Medical Incident,94110,0:50
Medical Incident,94109,5:44
Medical Incident,94122,0:29
Medical Incident,94103,1:06
Medical Incident,94112,3:17
Medical Incident,94133,1:18
Medical Incident,94103,2:20
Medical Incident,94116,1:56
Alarms,94103,1:23
Medical Incident,94122,2:44
Medical Incident,94105,1:28
Medical Incident,94116,1:21
Structure Fire,94127,1:47
Medical Incident,94132,2:45
Medical Incident,94123,3:13
Medical Incident,94121,1:21
Electrical Hazard,94121,0:42
Medical Incident,94104,3:52
Outside Fire,94110,4:08
Medical Incident,94122,4:03
Medical Incident,94134,2:39
Alarms,94158,2:53
Medical Incident,94111,0:50
Traffic Collision,94114,1:28
Medical Incident,94116,3:49
Medical Incident,94109,11:27
Medical Incident,94115,2:30
Medical Incident,94123,2:03
Odor (Strange / Unknown),94118,2:16
Medical Incident,94118,2:30
Medical Incident,94123,7:20
Structure Fire,94127,0:48
Structure Fire,94103,1:08
Alarms,94102,3:52
Traffic Collision,94112,1:54
Medical Incident,94105,2:44
Medical Incident,94105,0:17
Structure Fire,94103,2:16
Outside Fire,94114,1:03
Medical Incident,94109,2:06
Medical Incident,94110,2:23
Medical Incident,94102,1:06
Medical Incident,94110,2:16
Medical Incident,94134,3:25
Medical Incident,94124,7:10
Medical Incident,94109,2:35
Medical Incident,94114,0:58
Medical Incident,94102,0:32
Traffic Collision,94111,1:16
Medical Incident,94103,2:32
Outside Fire,94158,1:50
Medical Incident,94121,1:46
Medical Incident,94102,5:12
Medical Incident,94110,3:13
Medical Incident,94121,2:06
Medical Incident,94103,3:11
Medical Incident,94110,3:33
Medical Incident,94115,2:59
Alarms,94130,4:26
Medical Incident,94110,2:59
Medical Incident,94132,2:24
Medical Incident,94124,1:41
Traffic Collision,94107,0:02:28
Structure Fire,94116,3:23
Medical Incident,94102,1:50
Alarms,94103,2:42:28
Structure Fire,94127,2:50
Alarms,94132,2:10
Medical Incident,94111,4:19
Medical Incident,94121,1:56
Medical Incident,94110,1:30
Alarms,94103,1:48
Medical Incident,94110,20:37
Structure Fire,94127,0:16
Medical Incident,94102,1:08
Structure Fire,94132,9:12
Medical Incident,94121,1:27
Medical Incident,94117,5:28
Medical Incident,94110,1:39
Medical Incident,94112,54:40:00
Medical Incident,94103,20:37
Structure Fire,94127,2:54
Alarms,94116,12:34:05
Structure Fire,94127,4:03
Medical Incident,94118,7:20
Structure Fire,94127,5:34
Outside Fire,94110,5:12
Medical Incident,94110,3:03
Medical Incident,94115,1:19
Structure Fire,94102,1:47
Alarms,94105,1:21
Medical Incident,94109,1:45
Medical Incident,94103,3:25
Medical Incident,94107,7:20
Structure Fire,94127,1:15
Alarms,94115,0:08
Vehicle Fire,94134,2:26
Medical Incident,94124,2:05
Alarms,94102,2:59
Alarms,94130,3:18
Medical Incident,94102,4:29
Medical Incident,94122,2:49
Medical Incident,94110,1:36
Traffic Collision,94115,3:03
Medical Incident,94115,3:18
Medical Incident,94102,0:53
Medical Incident,94108,2:26
Medical Incident,94124,0:50
Medical Incident,94109,0:08
Other,94110,0:37
Traffic Collision,94131,0:48
Structure Fire,94103,7:20
Structure Fire,94127,1:15
Structure Fire,94117,2:14
Medical Incident,94109,4:15
Medical Incident,94104,1:26
Alarms,94102,1:10
Medical Incident,94134,0:37
Traffic Collision,94131,1:40
Medical Incident,94134,0:06
Structure Fire,94107,1:54
Medical Incident,94133,2:01
Medical Incident,94109,2:39
Alarms,94158,8:41
Medical Incident,94102,0:38
Medical Incident,94114,2:34
Medical Incident,94103,1:17
Medical Incident,94109,1:56
Medical Incident,94103,13:01
Structure Fire,94102,10:32
Vehicle Fire,94134,1:25
Medical Incident,94124,2:40
Medical Incident,94114,1:08
Structure Fire,94132,1:45
Medical Incident,94103,0:11
Structure Fire,94104,0:48
Structure Fire,94103,1:19
Structure Fire,94102,2:39
Alarms,94158,2:57
Medical Incident,94103,1:39
Medical Incident,94102,0:36
Medical Incident,94102,7:20
Structure Fire,94127,6:50
Structure Fire,94112,4:16
Medical Incident,94103,1:47
Alarms,94103,1:21
Medical Incident,94124,0:48
Structure Fire,94103,2:07
Medical Incident,94103,0:45
Medical Incident,94102,7:20
Structure Fire,94127,1:04
Medical Incident,94121,1:56
Medical Incident,94124,4:17
Medical Incident,94103,2:07
Medical Incident,94103,0:22
Medical Incident,94116,2:54
Medical Incident,94105,0:29
Medical Incident,94102,1:39
Medical Incident,94103,2:24
Medical Incident,94132,4:26
Medical Incident,94110,1:15
Structure Fire,94117,0:36
Medical Incident,94102,2:15
Citizen Assist / Service Call,94109,3:00
Medical Incident,94112,20:37
Structure Fire,94127,5:31
Traffic Collision,94112,1:32
Outside Fire,94110,3:51
Medical Incident,94111,1:24
Structure Fire,94102,2:24
Medical Incident,94107,4:17
Medical Incident,94103,1:46
Medical Incident,94110,1:56
Alarms,94103,0:42
Medical Incident,94124,2:18
Medical Incident,94115,2:03
Medical Incident,94107,1:52
Medical Incident,94133,1:34
Medical Incident,94133,2:59
Medical Incident,94132,3:12
Medical Incident,94103,2:50
Medical Incident,94121,5:10
Alarms,94102,1:50
Medical Incident,94121,2:44
Medical Incident,94110,2:00
Traffic Collision,94111,2:16
Medical Incident,94117,3:06
Medical Incident,94103,1:38
Traffic Collision,94112,3:01
Alarms,94114,1:31
Medical Incident,94122,4:34
Medical Incident,94131,2:28
Structure Fire,94117,2:23
Citizen Assist / Service Call,94109,6:43
Medical Incident,94102,1:04
Medical Incident,94121,5:40
Medical Incident,94103,1:47
Alarms,94105,2:57
Medical Incident,94131,2:43
Medical Incident,94102,5:10
Alarms,94102,2:29
Medical Incident,94102,1:15
Structure Fire,94117,1:17
Medical Incident,94133,1:31
Alarms,94132,0:46
Medical Incident,94114,3:17
Medical Incident,94133,9:10
Citizen Assist / Service Call,94109,0:02:28
Structure Fire,94116,1:13
Medical Incident,94118,3:44
Alarms,94114,2:42:28
Structure Fire,94127,3:23
Medical Incident,94102,6:10
Medical Incident,94109,2:10
Alarms,94109,3:39
Medical Incident,94134,3:11
Medical Incident,94110,6:58
Medical Incident,94103,1:40
Medical Incident,94124,1:40
Alarms,94102,11:29
Other,94103,3:57
Medical Incident,94124,5:35
Medical Incident,94116,0:39
Medical Incident,94114,3:01
Medical Incident,94121,1:34
Smoke Investigation (Outside),94115,1:30
Alarms,94103,1:12
Structure Fire,94102,11:29
Other,94103,1:08
Alarms,94102,1:35
Structure Fire,94111,1:35
Medical Incident,94122,6:25
Medical Incident,94110,2:33
Medical Incident,94133,1:27
Medical Incident,94117,1:58
Medical Incident,94133,0:48
Structure Fire,94103,2:06
Medical Incident,94112,2:16
Medical Incident,94117,2:05
Alarms,94102,2:19
Medical Incident,94110,0:48
Structure Fire,94103,5:26
Medical Incident,94103,0:39
Medical Incident,94114,0:07
Structure Fire,94108,0:22
Medical Incident,94116,2:02
Medical Incident,94110,2:28
Structure Fire,94117,2:04
Medical Incident,94102,0:09
Other,94110,1:39
Medical Incident,94109,2:29
Medical Incident,94102,1:19
Structure Fire,94102,1:54
Medical Incident,94105,0:53
Medical Incident,94108,2:24
Medical Incident,94132,0:39
Medical Incident,94124,6:17
Medical Incident,94124,2:00
Medical Incident,94110,3:48
Medical Incident,94115,0:51
Medical Incident,94103,1:49
Alarms,94109,1:45
Medical Incident,94134,4:35
Medical Incident,94102,0:22
Medical Incident,94124,0:34
Medical Incident,94109,3:32
Medical Incident,94102,2:33
Medical Incident,94133,2:28
Alarms,94121,4:21
Citizen Assist / Service Call,94110,2:10
Medical Incident,94109,1:50
Alarms,94103,2:28
Alarms,94121,5:08
Alarms,94134,2:07
Medical Incident,94134,2:43
Medical Incident,94115,13:09
Medical Incident,94110,3:05
Medical Incident,94110,2:34
Medical Incident,94117,36:41:00
Medical Incident,94104,0:53
Medical Incident,94115,3:01
Alarms,94114,0:36
Medical Incident,94102,1:56
Medical Incident,94109,1:06
Medical Incident,94112,1:19
Structure Fire,94102,1:30
Structure Fire,94112,3:00
Other,94110,1:48
Medical Incident,94110,1:06
Medical Incident,94114,2:43
Medical Incident,94102,1:24
Structure Fire,94102,0:09
Medical Incident,94111,0:55
Medical Incident,94114,1:32
Medical Incident,94124,1:11
Medical Incident,94110,2:50
Alarms,94102,1:21
Structure Fire,94127,2:14
Medical Incident,94103,0:48
Structure Fire,94103,1:36
Medical Incident,94115,5:37
Structure Fire,94102,1:14
Medical Incident,94115,2:12
Medical Incident,94114,1:10
Medical Incident,94134,2:50
Alarms,94132,3:42
Medical Incident,94110,1:15
Alarms,94115,7:20
Structure Fire,94127,1:36
Traffic Collision,94115,2:28
Medical Incident,94102,0:28
Structure Fire,94103,3:54
Medical Incident,94109,12:24
Structure Fire,94102,3:17
Medical Incident,94133,3:02
Medical Incident,94102,0:52
Medical Incident,94102,5:30
Alarms,94121,2:00
Medical Incident,94110,0:04:57
Structure Fire,94116,1:29
Medical Incident,94133,0:02:28
Structure Fire,94116,2:28
Structure Fire,94117,1:08
Medical Incident,94110,3:52
Outside Fire,94110,3:52
Outside Fire,94110,3:02
Medical Incident,94102,3:01
Medical Incident,94121,3:49
Medical Incident,94115,1:39
Medical Incident,94124,8:59:59
Structure Fire,94127,1:24
Structure Fire,94102,1:39
Alarms,94115,2:32
Medical Incident,94117,4:29
Medical Incident,94122,1:15
Structure Fire,94117,2:05
Medical Incident,94115,1:33
Medical Incident,94115,2:23
Medical Incident,94102,3:03
Medical Incident,94102,0:55
Medical Incident,94114,5:36
Medical Incident,94102,2:16
Medical Incident,94118,3:05
Traffic Collision,94116,2:20
Medical Incident,94116,2:13
Medical Incident,94116,1:39
Medical Incident,94112,1:15
Structure Fire,94117,1:15
Structure Fire,94117,3:16
Other,94112,5:26
Medical Incident,94102,2:43
Medical Incident,94103,2:10
Alarms,94109,3:32
Medical Incident,94102,0:30
Medical Incident,94109,6:34
Alarms,94134,1:27
Medical Incident,94103,3:56
Medical Incident,94103,1:47
Alarms,94105,2:47
Structure Fire,94103,3:00
Medical Incident,94103,0:36
Medical Incident,94102,1:35
Citizen Assist / Service Call,94102,0:28
Medical Incident,94132,0:02:28
Structure Fire,94116,2:30
Other,94115,2:07
Medical Incident,94134,3:28
Medical Incident,94103,2:25
Medical Incident,94110,1:17
Medical Incident,94109,3:33
Alarms,94117,1:21
Structure Fire,94127,1:59
Medical Incident,94109,1:59
Medical Incident,94103,0:42
Medical Incident,94124,0:06
Structure Fire,94107,2:10
Alarms,94109,1:08
Medical Incident,94110,2:28
Medical Incident,94109,1:47
Medical Incident,94132,2:26
Medical Incident,94115,2:00
Medical Incident,94105,1:30
Alarms,94103,0:05
Medical Incident,94124,1:00
Structure Fire,94124,8:46
Medical Incident,94110,5:49:18
Structure Fire,94127,2:46
Traffic Collision,94105,1:53
Traffic Collision,94110,3:07
Medical Incident,94102,1:54
Medical Incident,94133,15:53
Traffic Collision,94112,1:08
Structure Fire,94132,5:49:18
Structure Fire,94127,1:08
Medical Incident,94110,2:54
Medical Incident,94103,1:31
Alarms,94132,2:37
Structure Fire,94102,3:15
Medical Incident,94115,2:28
Medical Incident,94110,2:57
Medical Incident,94109,0:27
Outside Fire,94107,4:29
Other,94111,4:08
Medical Incident,94122,3:36
Medical Incident,94103,1:50
Alarms,94103,0:28
Structure Fire,94103,2:54
Alarms,94116,2:28
Traffic Collision,94131,1:06
Medical Incident,94116,2:24
Medical Incident,94124,1:40
Alarms,94102,0:38
Medical Incident,94114,0:17
Medical Incident,94102,3:44
Medical Incident,94102,0:18
Traffic Collision,94110,1:12
Structure Fire,94102,1:23
Medical Incident,94103,1:57
Medical Incident,94109,2:36
Outside Fire,94114,2:46
Medical Incident,94122,0:02:28
Structure Fire,94116,30:34:00
Structure Fire,94102,1:23
Medical Incident,94103,9:27
Medical Incident,94121,2:28
Structure Fire,94117,1:17
Medical Incident,94133,0:37
Traffic Collision,94131,3:19
Outside Fire,94107,3:06
Medical Incident,94103,1:39
Medical Incident,94131,1:24
Structure Fire,94102,1:35
Medical Incident,94122,5:25
Medical Incident,94134,1:21
Medical Incident,94109,2:28
Medical Incident,94110,5:41
Medical Incident,94103,1:53
Vehicle Fire,94134,3:13
Medical Incident,94124,0:17
Structure Fire,94103,2:07
Medical Incident,94103,2:49
Medical Incident,94110,4:10
Medical Incident,94103,1:10
Medical Incident,94103,2:54
Alarms,94116,1:02
Medical Incident,94107,1:15
Structure Fire,94117,3:29
Medical Incident,94103,1:19
Gas Leak (Natural and LP Gases),94133,1:06
Medical Incident,94116,5:55
Medical Incident,94134,2:28
Structure Fire,94117,2:06
Medical Incident,94103,1:39
Medical Incident,94131,1:24
Medical Incident,94112,5:25
Medical Incident,94134,1:08
Medical Incident,94110,2:36
Alarms,94117,2:13
Medical Incident,94110,0:07
Structure Fire,94108,0:48
Structure Fire,94103,5:29
Medical Incident,94114,5:31
Traffic Collision,94112,0:11
Structure Fire,94104,2:42
Medical Incident,94121,1:41
Traffic Collision,94107,1:34
Medical Incident,94112,5:08
Alarms,94134,3:02
Citizen Assist / Service Call,94112,0:48
Structure Fire,94103,2:03
Alarms,94105,1:15
Structure Fire,94117,0:02:28
Structure Fire,94116,9:21
Structure Fire,94127,2:50
Alarms,94132,3:41
Medical Incident,94102,2:34
Medical Incident,94117,1:13
Medical Incident,94133,0:00
Vehicle Fire,94134,6:06
Structure Fire,94112,3:52
Outside Fire,94110,1:23
Medical Incident,94122,0:28
Medical Incident,94114,0:42
Medical Incident,94104,25:26:00
Structure Fire,94127,1:31
Alarms,94132,0:54
Structure Fire,94133,1:21
Structure Fire,94127,1:02
Medical Incident,94107,1:09
Medical Incident,94122,1:35
Structure Fire,94111,1:38
Medical Incident,94107,4:22
Medical Incident,94114,1:19
Gas Leak (Natural and LP Gases),94133,0:00
Medical Incident,94112,0:09
Medical Incident,94111,2:57
Medical Incident,94111,1:08
Structure Fire,94132,0:52
Medical Incident,94102,3:05
Medical Incident,94107,1:49
Alarms,94109,1:08
Structure Fire,94132,1:12
Structure Fire,94102,2:59
Alarms,94130,2:13
Medical Incident,94108,3:07
Medical Incident,94103,1:33
Medical Incident,94115,3:05
Medical Incident,94110,8:24
Medical Incident,94102,1:21
Structure Fire,94127,1:53
Traffic Collision,94110,1:09
Medical Incident,94103,2:23
Medical Incident,94109,1:35
Medical Incident,94122,2:36
Alarms,94117,2:50
Alarms,94102,2:13
Other,94111,2:03
Medical Incident,94107,1:56
Electrical Hazard,94115,2:28
Medical Incident,94110,1:10
Medical Incident,94103,1:27
Medical Incident,94103,1:18
Medical Incident,94103,1:19
Medical Incident,94109,6:06
Structure Fire,94112,1:13
Medical Incident,94118,0:52
Traffic Collision,94115,1:15
Structure Fire,94117,3:28
Medical Incident,94116,32:14:00
Medical Incident,94110,1:03
Medical Incident,94109,2:28
Structure Fire,94117,0:52
Traffic Collision,94115,1:08
Structure Fire,94132,1:15
Alarms,94115,2:50
Alarms,94102,5:40
Medical Incident,94108,16:59
Medical Incident,94105,2:36
Medical Incident,94107,3:16
Medical Incident,94122,7:34
Medical Incident,94123,1:56
Medical Incident,94109,2:12
Medical Incident,94114,1:44
Medical Incident,94121,3:44
Alarms,94114,0:48
Structure Fire,94103,1:44
Alarms,94122,1:21
Structure Fire,94127,2:06
Medical Incident,94110,2:05
Alarms,94102,4:30
Medical Incident,94124,1:59
Medical Incident,94103,1:08
Medical Incident,94110,13:10
Medical Incident,94103,3:01
Alarms,94114,0:43
Outside Fire,94102,2:21
Medical Incident,94109,2:45
Medical Incident,94127,2:44
Medical Incident,94109,2:35
Medical Incident,94107,1:27
Medical Incident,94103,3:33
Medical Incident,94103,1:32
Traffic Collision,94131,6:06
Structure Fire,94112,0:02:28
Structure Fire,94116,3:30
Medical Incident,94103,1:49
Alarms,94109,1:08
Structure Fire,94132,0:11
Structure Fire,94102,0:48
Structure Fire,94103,20:37
Structure Fire,94127,2:54
Medical Incident,94133,1:08
Structure Fire,94132,1:21
Structure Fire,94127,0:18
Traffic Collision,94110,2:28
Structure Fire,94117,1:41
