,call_type,received_timestamp,row_id,zipcode_of_incident
359,Medical Incident,2018-01-24 22:37:48.000000 UTC,180243981-91,94111
360,Alarms,2018-01-24 16:21:35.000000 UTC,180242797-E04,94158
361,Medical Incident,2018-01-24 15:32:23.000000 UTC,180242624-E03,94102
362,Medical Incident,2018-01-24 06:58:12.000000 UTC,180240525-AM104,94103
363,Medical Incident,2018-01-24 14:21:43.000000 UTC,180242374-KM02,94115
364,Structure Fire,2018-01-24 14:33:15.000000 UTC,180242412-B02,94117
365,Alarms,2018-01-24 10:05:08.000000 UTC,180241203-T01,94107
366,Traffic Collision,2018-01-24 19:51:29.000000 UTC,180243546-E29,94103
367,Medical Incident,2018-01-24 09:30:28.000000 UTC,180241026-53,94107
368,Medical Incident,2018-01-24 08:04:39.000000 UTC,180240718-56,94132
369,Medical Incident,2018-01-24 10:53:53.000000 UTC,180241457-74,94102
370,Medical Incident,2018-01-24 13:21:28.000000 UTC,180242112-89,94121
371,Medical Incident,2018-01-24 22:39:24.000000 UTC,180243978-61,94114
372,Medical Incident,2018-01-24 08:52:33.000000 UTC,180240882-KM08,94109
373,Medical Incident,2018-01-24 17:11:51.000000 UTC,180242972-83,94109
374,Structure Fire,2018-01-24 14:33:15.000000 UTC,180242412-E05,94117
375,Medical Incident,2018-01-24 00:49:37.000000 UTC,180240074-E05,94115
376,Medical Incident,2018-01-24 01:18:28.000000 UTC,180240117-RC2,94122
377,Alarms,2018-01-24 15:09:57.000000 UTC,180242545-B01,94102
378,Medical Incident,2018-01-24 16:38:02.000000 UTC,180242858-54,94122
379,Alarms,2018-01-24 14:37:03.000000 UTC,180242425-E41,94109
380,Structure Fire,2018-01-24 08:27:11.000000 UTC,180240793-E03,94102
381,Smoke Investigation (Outside),2018-01-24 05:17:11.000000 UTC,180240356-E26,94131
382,Structure Fire,2018-01-24 18:14:27.000000 UTC,180243206-T03,94102
383,Medical Incident,2018-01-24 03:09:36.000000 UTC,180240243-RC1,94102
384,Medical Incident,2018-01-24 20:13:17.000000 UTC,180243615-91,94102
385,Traffic Collision,2018-01-24 14:36:10.000000 UTC,180242427-E36,94114
386,Medical Incident,2018-01-24 19:57:20.000000 UTC,180243567-AM120,94102
387,Medical Incident,2018-01-24 16:22:11.000000 UTC,180242794-E32,94131
388,Medical Incident,2018-01-24 10:46:03.000000 UTC,180241406-AM106,94112
389,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-T16,94104
390,Medical Incident,2018-01-24 17:55:31.000000 UTC,180243139-E07,94110
391,Medical Incident,2018-01-24 09:54:42.000000 UTC,180241172-65,94131
392,Medical Incident,2018-01-24 14:38:19.000000 UTC,180242428-AM106,94123
393,Medical Incident,2018-01-24 16:42:02.000000 UTC,180242870-76,94117
394,Medical Incident,2018-01-24 13:02:34.000000 UTC,180242018-E05,94103
395,Structure Fire,2018-01-24 15:27:16.000000 UTC,180242610-T03,94102
396,Medical Incident,2018-01-24 08:11:03.000000 UTC,180240731-KM11,94118
397,Medical Incident,2018-01-24 22:41:06.000000 UTC,180243987-95,94133
398,Alarms,2018-01-24 04:55:36.000000 UTC,180240342-B02,94102
399,Medical Incident,2018-01-24 04:27:16.000000 UTC,180240317-E03,94102
400,Medical Incident,2018-01-24 13:34:40.000000 UTC,180242164-52,94103
401,Vehicle Fire,2018-01-24 06:26:09.000000 UTC,180240439-E15,94110
402,Medical Incident,2018-01-24 05:27:24.000000 UTC,180240371-E01,94103
403,Alarms,2018-01-24 22:53:52.000000 UTC,180244017-B03,94105
404,Medical Incident,2018-01-24 18:47:25.000000 UTC,180243330-54,94103
405,Medical Incident,2018-01-24 18:19:27.000000 UTC,180243226-KM02,94103
406,Medical Incident,2018-01-24 22:30:30.000000 UTC,180243961-55,94103
407,Structure Fire,2018-01-24 21:35:26.000000 UTC,180243824-E07,94110
408,Alarms,2018-01-24 16:59:46.000000 UTC,180242933-T01,94108
409,Gas Leak (Natural and LP Gases),2018-01-24 17:17:55.000000 UTC,180243003-E44,94134
410,Medical Incident,2018-01-24 10:19:18.000000 UTC,180241272-E42,94134
411,Medical Incident,2018-01-24 23:16:53.000000 UTC,180244074-RS1,94103
412,Traffic Collision,2018-01-24 19:31:36.000000 UTC,180243473-93,94122
413,Gas Leak (Natural and LP Gases),2018-01-24 21:24:04.000000 UTC,180243798-B01,94102
414,Alarms,2018-01-24 09:43:42.000000 UTC,180241094-B07,94121
415,Medical Incident,2018-01-24 05:09:52.000000 UTC,180240350-55,94110
416,Medical Incident,2018-01-24 11:59:40.000000 UTC,180241729-T03,94102
417,Medical Incident,2018-01-24 00:14:57.000000 UTC,180240025-E03,94102
418,Medical Incident,2018-01-24 19:24:51.000000 UTC,180243460-E28,94109
419,Medical Incident,2018-01-24 06:24:30.000000 UTC,180240438-E13,94104
420,Other,2018-01-24 23:14:14.000000 UTC,180244083-E18,94116
421,Structure Fire,2018-01-24 00:19:30.000000 UTC,180240052-B02,94109
422,Medical Incident,2018-01-24 01:57:57.000000 UTC,180240167-AM120,94121
423,Medical Incident,2018-01-24 15:11:32.000000 UTC,180242547-E28,94133
424,Medical Incident,2018-01-24 11:42:43.000000 UTC,180241651-85,94104
425,Medical Incident,2018-01-24 11:31:18.000000 UTC,180241602-AM126,94112
426,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-B04,94104
427,Medical Incident,2018-01-24 22:39:09.000000 UTC,180243985-72,94117
428,Medical Incident,2018-01-24 16:21:49.000000 UTC,180242793-67,94102
429,Medical Incident,2018-01-24 15:25:18.000000 UTC,180242611-50,94115
430,Medical Incident,2018-01-24 20:24:28.000000 UTC,180243646-55,94107
431,Medical Incident,2018-01-24 16:25:57.000000 UTC,180242811-E38,94109
432,Gas Leak (Natural and LP Gases),2018-01-24 10:58:33.000000 UTC,180241464-B08,94122
433,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-93,94104
434,Structure Fire,2018-01-24 19:35:15.000000 UTC,180243491-E31,94118
435,Citizen Assist / Service Call,2018-01-24 19:09:15.000000 UTC,180243406-T05,94115
436,Medical Incident,2018-01-24 05:11:34.000000 UTC,180240352-79,94109
437,Other,2018-01-24 19:07:16.000000 UTC,180243393-EMS6,94134
438,Medical Incident,2018-01-24 11:40:00.000000 UTC,180241646-76,94134
439,Alarms,2018-01-24 09:40:45.000000 UTC,180241071-B10,94110
440,Alarms,2018-01-24 09:40:45.000000 UTC,180241071-E07,94110
441,Alarms,2018-01-24 11:59:53.000000 UTC,180241726-B02,94103
442,Alarms,2018-01-24 22:53:52.000000 UTC,180244017-E35,94105
443,Traffic Collision,2018-01-24 19:50:01.000000 UTC,180243535-E13,94105
444,Medical Incident,2018-01-24 09:43:26.000000 UTC,180241097-88,94124
445,Alarms,2018-01-24 11:51:58.000000 UTC,180241699-E01,94105
446,Medical Incident,2018-01-24 12:44:04.000000 UTC,180241924-KM11,94109
447,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-RS1,94104
448,Medical Incident,2018-01-24 10:59:43.000000 UTC,180241479-53,94121
449,Medical Incident,2018-01-24 10:19:18.000000 UTC,180241272-58,94134
450,Medical Incident,2018-01-24 03:41:24.000000 UTC,180240274-70,94103
451,Traffic Collision,2018-01-24 18:07:10.000000 UTC,180243176-71,94134
452,Medical Incident,2018-01-24 03:28:08.000000 UTC,180240267-AM122,94103
453,Medical Incident,2018-01-24 01:02:15.000000 UTC,180240091-55,94103
454,Medical Incident,2018-01-24 14:43:50.000000 UTC,180242456-E35,94107
455,Medical Incident,2018-01-24 16:40:13.000000 UTC,180242865-E38,94123
456,Structure Fire,2018-01-24 00:19:30.000000 UTC,180240052-E38,94109
457,Traffic Collision,2018-01-24 17:03:30.000000 UTC,180242944-AM116,94118
458,Alarms,2018-01-24 23:18:04.000000 UTC,180244080-T13,94104
459,Medical Incident,2018-01-24 07:17:08.000000 UTC,180240581-E33,94132
460,Alarms,2018-01-24 14:37:03.000000 UTC,180242425-E03,94109
461,Medical Incident,2018-01-24 15:48:18.000000 UTC,180242689-81,94107
462,Medical Incident,2018-01-24 15:03:18.000000 UTC,180242506-AM112,94102
463,Structure Fire,2018-01-24 09:48:29.000000 UTC,180241105-T05,94109
464,Medical Incident,2018-01-24 07:52:16.000000 UTC,180240692-E01,94103
465,Medical Incident,2018-01-24 09:50:48.000000 UTC,180241120-85,94122
466,Medical Incident,2018-01-24 01:15:06.000000 UTC,180240110-71,94131
467,Medical Incident,2018-01-24 15:15:49.000000 UTC,180242565-E39,94127
468,Medical Incident,2018-01-24 22:13:33.000000 UTC,180243928-E03,94109
469,Medical Incident,2018-01-24 16:42:02.000000 UTC,180242870-E12,94117
470,Alarms,2018-01-24 22:25:09.000000 UTC,180243951-E32,94131
471,Medical Incident,2018-01-24 06:04:12.000000 UTC,180240411-T08,94158
472,Structure Fire,2018-01-24 12:24:27.000000 UTC,180241852-E38,94102
473,Medical Incident,2018-01-24 12:31:04.000000 UTC,180241877-79,94133
474,Medical Incident,2018-01-24 00:10:23.000000 UTC,180240011-72,94124
475,Gas Leak (Natural and LP Gases),2018-01-24 15:13:55.000000 UTC,180242569-E10,94115
476,Medical Incident,2018-01-24 01:18:17.000000 UTC,180240119-E07,94110
477,Medical Incident,2018-01-24 17:03:21.000000 UTC,180242943-63,94124
478,Alarms,2018-01-24 10:18:34.000000 UTC,180241269-T05,94123
479,Alarms,2018-01-24 23:15:04.000000 UTC,180244077-B03,94103
480,Alarms,2018-01-24 15:49:23.000000 UTC,180242685-B03,94105
481,Medical Incident,2018-01-24 16:56:59.000000 UTC,180242924-E13,94111
482,Medical Incident,2018-01-24 07:56:26.000000 UTC,180240690-E36,94102
483,Medical Incident,2018-01-24 14:31:44.000000 UTC,180242406-E36,94103
484,Medical Incident,2018-01-24 10:55:57.000000 UTC,180241462-KM09,94111
485,Structure Fire,2018-01-24 14:33:15.000000 UTC,180242412-RC3,94117
486,Traffic Collision,2018-01-24 18:37:06.000000 UTC,180243283-95,94102
487,Medical Incident,2018-01-24 17:25:33.000000 UTC,180243039-KM11,94121
488,Structure Fire,2018-01-24 18:35:47.000000 UTC,180243280-E13,94111
489,Medical Incident,2018-01-24 11:31:18.000000 UTC,180241602-E43,94112
490,Medical Incident,2018-01-24 23:37:14.000000 UTC,180244117-E11,94131
491,Medical Incident,2018-01-24 14:09:00.000000 UTC,180242316-T03,94109
492,Medical Incident,2018-01-24 09:06:46.000000 UTC,180240941-RC1,94102
493,Structure Fire,2018-01-24 23:52:02.000000 UTC,180244146-RS1,94109
494,Structure Fire,2018-01-24 12:24:27.000000 UTC,180241852-E01,94102
495,Medical Incident,2018-01-24 03:09:36.000000 UTC,180240243-E03,94102
496,Structure Fire,2018-01-24 00:19:30.000000 UTC,180240052-D2,94109
497,Other,2018-01-24 19:07:16.000000 UTC,180243393-53,94134
498,Alarms,2018-01-24 17:01:25.000000 UTC,180242938-T03,94102
499,Alarms,2018-01-24 23:20:27.000000 UTC,180244089-B06,94110
500,Medical Incident,2018-01-24 23:36:32.000000 UTC,180244113-E09,94110
501,Medical Incident,2018-01-24 11:55:50.000000 UTC,180241714-91,94109
502,Medical Incident,2018-01-24 06:50:56.000000 UTC,180240490-89,94102
503,Structure Fire,2018-01-24 01:37:35.000000 UTC,180240145-E43,94112
504,Medical Incident,2018-01-24 20:12:13.000000 UTC,180243612-76,94133
505,Medical Incident,2018-01-24 13:34:40.000000 UTC,180242164-E01,94103
506,Alarms,2018-01-24 23:18:04.000000 UTC,180244080-B01,94104
507,Alarms,2018-01-24 09:43:42.000000 UTC,180241094-T14,94121
508,Medical Incident,2018-01-24 18:00:17.000000 UTC,180243153-AM116,94117
509,Medical Incident,2018-01-24 18:49:47.000000 UTC,180243329-E03,94109
510,Medical Incident,2018-01-24 16:30:08.000000 UTC,180242820-59,94102
511,Medical Incident,2018-01-24 20:23:03.000000 UTC,180243637-E03,94102
512,Medical Incident,2018-01-24 15:32:23.000000 UTC,180242624-74,94102
513,Alarms,2018-01-24 19:41:21.000000 UTC,180243509-T01,94105
514,Medical Incident,2018-01-24 16:47:14.000000 UTC,180242887-KM09,94103
515,Alarms,2018-01-24 06:07:00.000000 UTC,180240417-T13,94105
516,Alarms,2018-01-24 23:43:00.000000 UTC,180244131-E01,94103
517,Medical Incident,2018-01-24 20:26:20.000000 UTC,180243649-E13,94111
518,Medical Incident,2018-01-24 06:50:56.000000 UTC,180240490-E21,94102
519,Medical Incident,2018-01-24 06:04:12.000000 UTC,180240411-65,94158
520,Medical Incident,2018-01-24 02:15:00.000000 UTC,180240188-57,94105
521,Medical Incident,2018-01-24 11:12:57.000000 UTC,180241528-E24,94131
522,Medical Incident,2018-01-24 23:16:04.000000 UTC,180244073-RC2,94121
523,Medical Incident,2018-01-24 05:44:01.000000 UTC,180240385-AM126,94110
524,Medical Incident,2018-01-24 08:45:53.000000 UTC,180240863-74,94117
525,Medical Incident,2018-01-24 23:08:33.000000 UTC,180244056-66,94103
526,Structure Fire,2018-01-24 19:35:15.000000 UTC,180243491-D2,94118
527,Structure Fire,2018-01-24 19:35:15.000000 UTC,180243491-T14,94118
528,Outside Fire,2018-01-24 01:52:58.000000 UTC,180240163-E29,94110
529,Other,2018-01-24 13:43:37.000000 UTC,180242196-E03,94109
530,Medical Incident,2018-01-24 20:47:00.000000 UTC,180243692-E13,94108
531,Medical Incident,2018-01-24 18:11:09.000000 UTC,180243200-KM09,94109
532,Outside Fire,2018-01-24 01:59:13.000000 UTC,180240166-E07,94110
533,Medical Incident,2018-01-24 14:09:00.000000 UTC,180242316-E03,94109
534,Alarms,2018-01-24 12:32:17.000000 UTC,180241882-B03,94105
535,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-E10,94104
536,Outside Fire,2018-01-24 00:18:37.000000 UTC,180240029-E42,94124
537,Medical Incident,2018-01-24 01:18:17.000000 UTC,180240119-67,94110
538,Alarms,2018-01-24 02:09:42.000000 UTC,180240180-B03,94105
539,Traffic Collision,2018-01-24 14:36:10.000000 UTC,180242427-T07,94114
540,Medical Incident,2018-01-24 12:33:12.000000 UTC,180241886-KM09,94102
541,Medical Incident,2018-01-24 20:09:34.000000 UTC,180243606-65,94107
542,Medical Incident,2018-01-24 07:17:08.000000 UTC,180240581-55,94132
543,Traffic Collision,2018-01-24 13:10:51.000000 UTC,180242059-RC4,94112
544,Medical Incident,2018-01-24 18:32:39.000000 UTC,180243274-82,94102
545,Alarms,2018-01-24 11:59:53.000000 UTC,180241726-E08,94103
546,Structure Fire,2018-01-24 18:14:27.000000 UTC,180243206-E03,94102
547,Medical Incident,2018-01-24 09:54:42.000000 UTC,180241172-E24,94131
548,Medical Incident,2018-01-24 20:16:40.000000 UTC,180243624-62,94111
549,Medical Incident,2018-01-24 10:53:28.000000 UTC,180241452-54,94121
550,Traffic Collision,2018-01-24 17:03:30.000000 UTC,180242944-E10,94118
551,Medical Incident,2018-01-24 20:25:32.000000 UTC,180243653-93,94133
552,Alarms,2018-01-24 18:00:28.000000 UTC,180243159-B05,94114
553,Traffic Collision,2018-01-24 14:36:10.000000 UTC,180242427-B06,94114
554,Medical Incident,2018-01-24 11:42:14.000000 UTC,180241653-T03,94102
555,Medical Incident,2018-01-24 15:19:10.000000 UTC,180242577-AM114,94109
556,Alarms,2018-01-24 22:53:52.000000 UTC,180244017-T01,94105
557,Medical Incident,2018-01-24 20:24:12.000000 UTC,180243643-79,94108
558,Medical Incident,2018-01-24 09:53:12.000000 UTC,180241133-81,94108
559,Medical Incident,2018-01-24 16:38:02.000000 UTC,180242858-E23,94122
560,Medical Incident,2018-01-24 07:52:16.000000 UTC,180240692-61,94103
561,Structure Fire,2018-01-24 00:19:30.000000 UTC,180240052-T05,94109
562,Alarms,2018-01-24 10:43:08.000000 UTC,180241394-T02,94133
563,Medical Incident,2018-01-24 20:13:17.000000 UTC,180243615-E36,94102
564,Medical Incident,2018-01-24 01:18:28.000000 UTC,180240117-E23,94122
565,Medical Incident,2018-01-24 22:41:06.000000 UTC,180243987-85,94133
566,Medical Incident,2018-01-24 12:30:54.000000 UTC,180241876-E40,94116
567,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-85,94104
568,Medical Incident,2018-01-24 10:36:54.000000 UTC,180241354-E38,94115
569,Medical Incident,2018-01-24 11:42:43.000000 UTC,180241651-E13,94104
570,Medical Incident,2018-01-24 23:23:43.000000 UTC,180244097-62,94115
571,Alarms,2018-01-24 12:09:15.000000 UTC,180241783-T15,94112
572,Medical Incident,2018-01-24 01:03:18.000000 UTC,180240090-66,94133
573,Medical Incident,2018-01-24 10:46:03.000000 UTC,180241406-E43,94112
574,Outside Fire,2018-01-24 23:41:10.000000 UTC,180244124-B02,94123
575,Medical Incident,2018-01-24 08:19:58.000000 UTC,180240765-54,94118
576,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-E16,94104
577,Medical Incident,2018-01-24 22:04:58.000000 UTC,180243897-66,94110
578,Medical Incident,2018-01-24 12:04:09.000000 UTC,180241751-E38,94117
579,Medical Incident,2018-01-24 16:56:59.000000 UTC,180242924-RC1,94111
580,Medical Incident,2018-01-24 12:30:54.000000 UTC,180241876-E18,94116
581,Alarms,2018-01-24 15:05:15.000000 UTC,180242522-T03,94115
582,Medical Incident,2018-01-24 22:39:34.000000 UTC,180243980-87,94122
583,Medical Incident,2018-01-24 05:27:24.000000 UTC,180240371-79,94103
584,Medical Incident,2018-01-24 00:47:57.000000 UTC,180240071-E03,94102
585,Medical Incident,2018-01-24 14:09:00.000000 UTC,180242316-61,94109
586,Medical Incident,2018-01-24 12:08:29.000000 UTC,180241776-RS1,94103
587,Structure Fire,2018-01-24 23:52:02.000000 UTC,180244146-E02,94109
588,Medical Incident,2018-01-24 23:37:39.000000 UTC,180244121-93,94103
589,Medical Incident,2018-01-24 11:42:14.000000 UTC,180241653-E03,94102
590,Medical Incident,2018-01-24 10:06:06.000000 UTC,180241207-52,94122
591,Structure Fire,2018-01-24 00:19:30.000000 UTC,180240052-T03,94109
592,Structure Fire,2018-01-24 19:35:15.000000 UTC,180243491-RS1,94118
593,Medical Incident,2018-01-24 15:02:40.000000 UTC,180242501-KM11,94102
594,Medical Incident,2018-01-24 06:38:25.000000 UTC,180240466-E03,94109
595,Alarms,2018-01-24 04:55:36.000000 UTC,180240342-E01,94102
596,Structure Fire,2018-01-24 23:52:02.000000 UTC,180244146-D2,94109
597,Medical Incident,2018-01-24 02:15:00.000000 UTC,180240188-RC1,94105
598,Medical Incident,2018-01-24 18:32:04.000000 UTC,180243275-79,94102
599,Medical Incident,2018-01-24 20:04:05.000000 UTC,180243587-67,94110
600,Medical Incident,2018-01-24 22:51:53.000000 UTC,180244012-E36,94102
601,Medical Incident,2018-01-24 18:08:44.000000 UTC,180243186-59,94103
602,Structure Fire,2018-01-24 09:48:29.000000 UTC,180241105-E41,94109
603,Traffic Collision,2018-01-24 17:49:12.000000 UTC,180243104-93,94112
604,Medical Incident,2018-01-24 11:52:30.000000 UTC,180241696-52,94117
605,Medical Incident,2018-01-24 14:31:44.000000 UTC,180242406-AM114,94103
606,Structure Fire,2018-01-24 07:14:18.000000 UTC,180240567-T03,94102
607,Medical Incident,2018-01-24 16:47:14.000000 UTC,180242887-AM114,94103
608,Medical Incident,2018-01-24 16:40:34.000000 UTC,180242871-AM108,94110
609,Medical Incident,2018-01-24 17:30:01.000000 UTC,180243050-83,94158
610,Medical Incident,2018-01-24 04:37:30.000000 UTC,180240328-T03,94102
611,Outside Fire,2018-01-24 01:52:58.000000 UTC,180240163-B02,94110
612,Structure Fire,2018-01-24 14:33:15.000000 UTC,180242412-T10,94117
613,Medical Incident,2018-01-24 18:59:41.000000 UTC,180243375-E26,94131
614,Medical Incident,2018-01-24 23:55:39.000000 UTC,180244154-E37,94107
615,Smoke Investigation (Outside),2018-01-24 21:32:18.000000 UTC,180243822-E24,94131
616,Medical Incident,2018-01-24 12:08:29.000000 UTC,180241776-KM08,94103
617,Medical Incident,2018-01-24 22:39:09.000000 UTC,180243985-E21,94117
618,Medical Incident,2018-01-24 20:26:20.000000 UTC,180243649-T13,94111
619,Medical Incident,2018-01-24 05:01:30.000000 UTC,180240346-70,94109
620,Structure Fire,2018-01-24 12:24:27.000000 UTC,180241852-T03,94102
621,Alarms,2018-01-24 15:49:23.000000 UTC,180242685-E01,94105
622,Structure Fire,2018-01-24 07:48:24.000000 UTC,180240672-E51,94104
623,Medical Incident,2018-01-24 20:26:20.000000 UTC,180243649-79,94111
624,Medical Incident,2018-01-24 16:56:59.000000 UTC,180242924-B01,94111
625,Medical Incident,2018-01-24 18:59:49.000000 UTC,180243363-62,94117
626,Medical Incident,2018-01-24 16:22:11.000000 UTC,180242794-55,94131
627,Medical Incident,2018-01-24 11:20:32.000000 UTC,180241563-E23,94122
628,Medical Incident,2018-01-24 03:09:36.000000 UTC,180240243-KM03,94102
629,Medical Incident,2018-01-24 07:32:24.000000 UTC,180240632-53,94108
630,Structure Fire,2018-01-24 11:34:36.000000 UTC,180241607-E36,94103
631,Medical Incident,2018-01-24 12:52:37.000000 UTC,180241966-76,94105
632,Medical Incident,2018-01-24 15:23:25.000000 UTC,180242608-E31,94118
633,Medical Incident,2018-01-24 03:27:28.000000 UTC,180240265-71,94109
634,Medical Incident,2018-01-24 21:44:38.000000 UTC,180243847-95,94107
635,Medical Incident,2018-01-24 23:16:53.000000 UTC,180244074-RC1,94103
636,Medical Incident,2018-01-24 22:24:33.000000 UTC,180243946-65,94114
637,Medical Incident,2018-01-24 16:37:16.000000 UTC,180242861-64,94117
638,Medical Incident,2018-01-24 18:47:25.000000 UTC,180243330-E36,94103
